"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Javed I.T.; Alharbi F.; Bellaj B.; Margaria T.; Crespi N.; Qureshi K.N.","Javed, Ibrahim Tariq (57193409802); Alharbi, Fares (57211010419); Bellaj, Badr (57224568239); Margaria, Tiziana (36704777800); Crespi, Noel (17433279200); Qureshi, Kashif Naseer (55781386200)","57193409802; 57211010419; 57224568239; 36704777800; 17433279200; 55781386200","Health-id: A blockchain-based decentralized identity management for remote healthcare","2021","Healthcare (Switzerland)","9","6","712","","","","28","10.3390/healthcare9060712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108608824&doi=10.3390%2fhealthcare9060712&partnerID=40&md5=feace46af874f0225056dca6b26821d7","COVID-19 has made eHealth an imperative. The pandemic has been a true catalyst for remote eHealth solutions such as teleHealth. Telehealth facilitates care, diagnoses, and treatment remotely, making them more efficient, accessible, and economical. However, they have a centralized identity management system that restricts the interoperability of patient and healthcare provider identification. Thus, creating silos of users that are unable to authenticate themselves beyond their eHealth application’s domain. Furthermore, the consumers of remote eHealth applications are forced to trust their service providers completely. They cannot check whether their eHealth service providers adhere to the regulations to ensure the security and privacy of their identity information. Therefore, we present a blockchain-based decentralized identity management system that allows patients and healthcare providers to identify and authenticate themselves transparently and securely across different eHealth domains. Patients and healthcare providers are uniquely identified by their health identifiers (healthIDs). The identity attributes are attested by a healthcare regulator, indexed on the blockchain, and stored by the identity owner. We implemented smart contracts on an Ethereum consortium blockchain to facilities identification and authentication procedures. We further analyze the performance using different metrics, including transaction gas cost, transaction per second, number of blocks lost, and block propagation time. Parameters including block-time, gas-limit, and sealers are adjusted to achieve the optimal performance of our consortium blockchain. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Decentralized identity; Digital identity; Ethereum; Healthcare; Identity management; Smart contract","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108608824"
"Norta A.; Kormiltsyn A.; Udokwu C.; Dwivedi V.; Aroh S.; Nikolajev I.","Norta, Alex (23036260500); Kormiltsyn, Alexandr (57197751723); Udokwu, Chibuzor (57191971022); Dwivedi, Vimal (57205883053); Aroh, Sunday (57930124700); Nikolajev, Ignas (57930309900)","23036260500; 57197751723; 57191971022; 57205883053; 57930124700; 57930309900","A Blockchain Implementation for Configurable Multi-Factor Challenge-Set Self-Sovereign Identity Authentication","2022","Proceedings - 2022 IEEE International Conference on Blockchain, Blockchain 2022","","","","455","461","6","2","10.1109/Blockchain55522.2022.00070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139905631&doi=10.1109%2fBlockchain55522.2022.00070&partnerID=40&md5=f8c4220b2e76cffe691ed3c4935aacb0","Multi-factor challenge-set self-sovereign identity authentication (MFFSIA) is an important part for establishing trust between systems, devices, organizations and humans for the emerging machine-to-everything (M2X) economy. Most systems for identity authentication (IA) are single sign-on (SSO), or have fixed challenge sets of limited degree. Additionally, IA systems are controlled by governments, or corporations that are closely affiliated with government entities. The available systems for self-sovereign IA do not offer the necessary flexible configurability of challenge sets. Based on research publications about a formal MFSSIA protocol, this paper presents a blockchain employing implementation for a running case assuming different smart-contract blockchain systems must be connected for sensitive data exchange. The prototype offers a marketplace for challenge-set creation and the challenge/response-lifecycle management employs decentralized knowledge graphs (DKG) together with oracles for response evaluations.  © 2022 IEEE.","authentication; Blockchain; identity; multi-factor; self-sovereign","Blockchain; Electronic data interchange; Sensitive data; Authentication systems; Block-chain; Device organization; Government entities; Identity; Identity authentication; Multi-factor; Self-sovereign; Single sign on; Single signs-on; Authentication","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85139905631"
"Sharma P.; Wilfred Godfrey W.; Trivedi A.","Sharma, Prakhar (58273894300); Wilfred Godfrey, W. (24766038200); Trivedi, Aditya (57127828000)","58273894300; 24766038200; 57127828000","When blockchain meets IoT: a comparison of the performance of communication protocols in a decentralized identity solution for IoT using blockchain","2022","Cluster Computing","","","","","","","0","10.1007/s10586-022-03921-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145182013&doi=10.1007%2fs10586-022-03921-8&partnerID=40&md5=fa14fd15a7a79f69dae7369e348ae75a","Internet of Things (IoT) is a rapidly expanding technology composed of devices embedded with sensors, specialized hardware, and software to connect with other devices and servers on the internet. With this rapid expansion, it faces some major hurdles in data secrecy, privacy, and device integrity, and perhaps, in general, digital identity has been a major problem on the internet. The World Wide Web Consortium (W3C) has provided a standardized format through which one can specify his identity called Decentralised Identifiers (DIDs). Blockchain technology, alongside decentralized identifiers and public-key cryptography, offers a peer-to-peer identity and credential management model through self-sovereign identity. Combining the decentralized identity and blockchains provides us with verifiable credentials through which one can verify the identities of transacting peers by decentralized registration and discovery of public keys needed to verify digital signatures. This combined framework is trusted, permissioned, supports device registration and verification along with revocation of device credentials, is secure, respects the privacy of the participating nodes, and maintains the integrity of their data. With several new communication protocols being developed for IoT and leveraging the Blockchain protocols in the domain of IoT, this paper quantitatively compares the performance of the well-known IoT communication protocols such as CoAP, MQTT, and DIDComm in real-time testbed on various parameters, and the results are tabulated. Device data has also been replicated across multiple peers using decentralized storage such as InterPlanetary File System (IPFS). © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Blockchain; Decentralised identity; Hyperledger; IoT; Privacy; Security","Digital storage; Distributed ledger; Electronic document identification systems; Internet of things; Network security; Public key cryptography; Block-chain; Communications protocols; Decentralised; Decentralized identity; Hyperledg; Performance; Privacy; Security; Specialized hardware; Specialized software; Blockchain","Article","Article in press","","Scopus","2-s2.0-85145182013"
"Le H.V.A.; Nguyen Q.D.N.; Tran T.H.; Nakano T.","Le, Hoang Viet Anh (58670077200); Nguyen, Quoc Duy Nam (57220052170); Tran, Thi Hong (55206208900); Nakano, Tadashi (58669940900)","58670077200; 57220052170; 55206208900; 58669940900","Securing Digital Futures: Exploring Decentralised Systems and Blockchain for Enhanced Identity Protection","2023","Lecture Notes on Data Engineering and Communications Technologies","188","","","200","212","12","0","10.1007/978-3-031-46749-3_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175201896&doi=10.1007%2f978-3-031-46749-3_20&partnerID=40&md5=48a53a6cd1976d41fb84be3606454caa","The Digital Identity Decentralized System on Blockchain (DIDSB), a decentralised system for digital identity management, leverages the features of blockchain technology to provide a novel solution to the challenges of identity management. The DIDSB framework classifies entities into three distinct categories, namely identity providers, service providers, and end-users. The efficacy of the system in identifying and extracting fields from identification cards is attributed to the integration of artificial intelligence (AI) algorithms. Subsequently, the system dissects the fields into smaller constituents to facilitate optical character recognition (OCR) and user authentication. The utilisation of the zero-knowledge proof concept by DIDSB enables secure authentication with service providers. This obviates the necessity of divulging any personal data while undergoing the authentication procedure. This advanced system empowers users to exercise authority over their confidential information while simultaneously safeguarding it with optimal efficacy and security. The experimental outcomes demonstrate that the system exhibits a proficient ability to combat identity fraud, while concurrently preserving the confidentiality and integrity of sensitive data. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023.","","Authentication; Decentralized systems; Electronic document identification systems; Optical character recognition; Sensitive data; Block-chain; Decentralized system; Digital identity; Digital identity management; End-users; Identity management; Identity protection; Identity providers; Novel solutions; Service provider; Blockchain","Book chapter","Final","","Scopus","2-s2.0-85175201896"
"Dell’Era M.","Dell’Era, Michele (58298046900)","58298046900","Blockchain and Self-Sovereign Identity for Public Administration","2022","CEUR Workshop Proceedings","3398","","","59","65","6","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160832863&partnerID=40&md5=654b24b32f60dbc067544f3d62e0a7a8","The e-Government is based on the use of ICT and represents a strategic goal in government agendas. Recently, a lot of attention has been directed towards blockchain technology. It has characteristics that could have a strong impact in several sectors, including the public one. The Self-Sovereign Identity, for its part, is a technology that could solve some critical issues highlighted with the use of current digital identity systems. © 2022 Copyright for this paper by its authors.","Blockchain; Digital Identity; e-Government; Self-Sovereign Identity","e-government; Electronic document identification systems; Public administration; 'current; Block-chain; Critical issues; Digital identity; e-Government; Government IS; Self-sovereign identity; Strategic goals; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85160832863"
"Zhuang Y.; Shyu C.-R.; Hong S.; Li P.; Zhang L.","Zhuang, Yan (57194151423); Shyu, Chi-Ren (7005681170); Hong, Shenda (56245620000); Li, Pengfei (57220436061); Zhang, Luxia (57449776800)","57194151423; 7005681170; 56245620000; 57220436061; 57449776800","Self-sovereign identity empowered non-fungible patient tokenization for health information exchange using blockchain technology","2023","Computers in Biology and Medicine","157","","106778","","","","2","10.1016/j.compbiomed.2023.106778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150463220&doi=10.1016%2fj.compbiomed.2023.106778&partnerID=40&md5=3c17e58eaa275d9a8c3df821d76558fb","Background: Patient tokenization is a novel approach that allows anonymous patient-level linkage across healthcare facilities, minimizing the risk of breaching protected health information in health information exchange (HIE). Most patient tokenization is the centralized approach that is unable to address data security concerns fundamentally. Non-Fungible Tokens (NFT), which are non-transferable cryptographic assets on the blockchain, have the potential to provide secure, decentralized, and trustworthy patient tokenization. Self-Sovereign Identity (SSI) is a user-centric approach to verify the ownership of NFTs in a decentralized manner. Methods: We have developed a blockchain architecture that contains four modules: (1) Creation module for NFTs creation, (2) Linkage module to link the local patients' accounts to their NFTs, (3) Authentication module that allows patients to permit healthcare providers to access their token, and (4) Exchange module, which involves the HIE process and the validation of the legitimacy of the token through SSI. Results: A case study has been conducted on the proposed architecture. Over 3 million transactions have been completed successfully with a blockchain validation and written time of 1.17 s on average. A stability test has also been conducted with a higher throughput of 200 transactions per second running for an hour with an average transaction processing time of 1.42 s. Conclusions: This study proposed a blockchain architecture that achieves SSI-enabled NFT-based patient tokenization. Our architecture design, implementation, and case studies have demonstrated the feasibility and potential of NFT with SSI to establish a secure, transparent, and patient-centric identity management and HIE. © 2023 The Authors","Blockchain; Health information exchange; Non-fungible token; Patient tokenization; Self-sovereign identity; Smart contract","Blockchain; Computer Security; Health Information Exchange; Humans; Architecture; Blockchain; Health care; Health risks; Information dissemination; Block-chain; Case-studies; Decentralised; Health information exchange; Health informations; Information exchanges; Non-fungible token; Patient tokenization; Self-sovereign identity; Tokenization; adult; article; blockchain; feasibility study; health care personnel; human; medical information system; running; validation process; computer security; Smart contract","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150463220"
"Abid A.; Cheikhrouhou S.; Kallel S.; Jmaiel M.","Abid, Amal (56210806000); Cheikhrouhou, Saousssen (55184122200); Kallel, Slim (24437177500); Jmaiel, Mohamed (6603226052)","56210806000; 55184122200; 24437177500; 6603226052","A Blockchain-Based Self-Sovereign Identity Approach for Inter-Organizational Business Processes","2022","Proceedings of the 17th Conference on Computer Science and Intelligence Systems, FedCSIS 2022","","","","685","694","9","0","10.15439/2022F194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141144368&doi=10.15439%2f2022F194&partnerID=40&md5=854afca7cdd5e14d1fbb859f9bcdd1b2","Blockchain presents a promising and revolutionary technology for organizations' collaboration, particularly for Inter-Organizational Business Processes (IOBP). It addresses the lack-of-trust problem thanks to its transparency and decentralized features. However, while the adoption of Blockchain technology can alleviate some of IOBP's challenges, it does so at the expense of significant privacy issues. In fact, some process execution data, such as customers' data or business secrets, cannot be shared across the collaborating organizations owing to regulatory restrictions such as the General Data Protection Regulation (GDPR). To address trust and privacy issues in IOBP, this paper presents a Blockchain-based Self-Sovereign Identity (SSI) approach. The SSI concept is combined with a registry proof smart contract to provide an efficient privacy-preserving solution. The proposed approach is applied to the pharmaceutical supply chain case study and implemented on the Ethereum Blockchain. © 2022 Polish Information Processing Society.","Blockchain; BPMN; IOBP; Self-Sovereign Identity","Information systems; Information use; Privacy-preserving techniques; Supply chains; Block-chain; BPMN; Customer data; Decentralised; Interorganizational business process; Organization collaboration; Privacy issue; Process execution; Revolutionary technology; Self-sovereign identity; Blockchain","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141144368"
"Tcholakian M.; Gorna K.; Laurent M.; Kaffel Ben Ayed H.; Naghmouchi M.","Tcholakian, Marie (58295798000); Gorna, Karolina (58295631500); Laurent, Maryline (35113403900); Kaffel Ben Ayed, Hella (24767454900); Naghmouchi, Montassar (58577945100)","58295798000; 58295631500; 35113403900; 24767454900; 58577945100","Self-Sovereign Identity for Consented and Content-Based Access to Medical Records Using Blockchain","2023","Security and Communication Networks","2023","","6025789","","","","0","10.1155/2023/6025789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160640469&doi=10.1155%2f2023%2f6025789&partnerID=40&md5=bdad4893f63b55cd3144289744945b38","Electronic health records (EHRs) and medical data are classified as personal data in every privacy law, meaning that any related service that includes processing such data must come with full security, confidentiality, privacy, and accountability. Solutions for health data management, as in storing it, sharing and processing it, are emerging quickly and were significantly boosted by the COVID-19 pandemic that created a need to move things online. EHRs make a crucial part of digital identity data, and the same digital identity trends - as in self-sovereign identity powered by decentralized ledger technologies like blockchain, are being researched or implemented in contexts managing digital interactions between health facilities, patients, and health professionals. In this paper, we propose a blockchain-based solution enabling secure exchange of EHRs between different parties powered by a self-sovereign identity (SSI) wallet and decentralized identifiers. We also make use of a consortium IPFS network for off-chain storage and attribute-based encryption (ABE) to ensure data confidentiality and integrity. Through our solution, we grant users full control over their medical data and enable them to securely share it in total confidentiality over secure communication channels between user wallets using encryption. We also use DIDs for better user privacy and limit any possible correlations or identification by using pairwise DIDs. Overall, combining this set of technologies guarantees secure exchange of EHRs, secure storage, and management along with by-design features inherited from the technological stack.  © 2023 Marie Tcholakian et al.","","Cryptography; Data privacy; Digital storage; Distributed ledger; Electronic document identification systems; Information management; Block-chain; Classifieds; Content-based access; Decentralised; Digital identity; Electronic health; Health records; Medical data; Medical record; Privacy law; Blockchain","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160640469"
"Zhu J.; Wei Y.; Shang X.","Zhu, Jintao (57678056300); Wei, Yinzhen (57220210548); Shang, Xiaoxiao (57679881200)","57678056300; 57220210548; 57679881200","Decentralized Dynamic Identity Authentication System Based on Blockchain","2021","Proceedings - 2021 International Conference on Networking Systems of AI, INSAI 2021","","","","1","4","3","0","10.1109/INSAI54028.2021.00012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129809279&doi=10.1109%2fINSAI54028.2021.00012&partnerID=40&md5=33fc36600486941fee37df5b2d32d72d","Identity authentication is a very important aspect of information security theory. Usually, the problem that identity authentication is prone to is that the user name and password are transmitted in the network in plaintext. The security is not enough, and it is very vulnerable to replay attacks and dictionary attacks. Dynamic passwords Although authentication is more secure, if there is a problem with the time synchronization between the server and the client, the user will not be able to login for a long time. Moreover, the password of the dynamic password is the same within a period of time, and it is also vulnerable to replay attacks. Therefore, a decentralized dynamic identity authentication system based on blockchain isn't proposed. By using a public key + nonce (integer number that increases from 0) to sign in, It only solves the problem of over-centralized identity authentication, but also solves the replay attack. Improved the security of the identity authentication process. © 2021 IEEE.","Blockchain; Digital signature; Dynamic password; Identity authentication","Blockchain; Authentication systems; Block-chain; Decentralised; Digital signature; Dynamic identities; Dynamic password; Identity authentication; Replay attack; Security theory; User name; Authentication","Conference paper","Final","","Scopus","2-s2.0-85129809279"
"Kurihara Y.","Kurihara, Yusuke (50661480200)","50661480200","Self-Sovereign Identity and Blockchain-Based Content Management","2020","IFIP Advances in Information and Communication Technology","590","","","130","140","10","2","10.1007/978-3-030-62803-1_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097367900&doi=10.1007%2f978-3-030-62803-1_11&partnerID=40&md5=13ee1d2546f3e34c53c2cbacaf57caf7","The concept that a person aims to control my own identity without the intervention of a controlling entity is called self-sovereign identity (SSI). The SSI is an antithesis to the phenomenon that certain companies and organizations, called digital platformers, collect data centrally. This paper expands the concept of SSI and describes the possibilities and problems when applying it to self-content management using the concept of Self-Content Management (SCM). In particular, I discuss the possibility of self-sovereign management of digital content, and discuss DRM using blockchain technology as a means. This paper is assumed that SSI can be applied to content created by myself, but by properly managing content using blockchain technology, it is possible to complete licenses and levy fees. I also clarified that it could be a substitute for the resale right. As a result, SCM promoted the problem of “orphans’ works” and facilitated the processing of rights, and revealed that it could contribute to the further development of culture. However, I also address that there are two issues. One is the lack of institutional trust, rather than the technical credibility of the blockchain. The second is consistency with the Attorney law of Japan. © 2020, IFIP International Federation for Information Processing.","Self-Content Management (SCM); Self-Sovereign Identity (SSI); The Blockchain-Based Digital Right Management (DRM)","Sales; Content management; Digital contents; Institutional trust; Blockchain","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85097367900"
"Schlatt V.; Sedlmeir J.; Feulner S.; Urbach N.","Schlatt, Vincent (57200578812); Sedlmeir, Johannes (57209206051); Feulner, Simon (57337845400); Urbach, Nils (33068511600)","57200578812; 57209206051; 57337845400; 33068511600","Designing a Framework for Digital KYC Processes Built on Blockchain-Based Self-Sovereign Identity","2021","Information and Management","","","103553","","","","24","10.1016/j.im.2021.103553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119058393&doi=10.1016%2fj.im.2021.103553&partnerID=40&md5=d9d9e1dbdb165a5c3a6c5bfbefbeba20","Know your customer (KYC) processes place a great burden on banks, because they are costly, inefficient, and inconvenient for customers. While blockchain technology is often mentioned as a potential solution, it is not clear how to use the technology's advantages without violating data protection regulations and customer privacy. We demonstrate how blockchain-based self-sovereign identity (SSI) can solve the challenges of KYC. We follow a rigorous design science research approach to create a framework that utilizes SSI in the KYC process, deriving nascent design principles that theorize on blockchain's role for SSI. © 2021","Banking; Decentralized identity; Digital certificate; Digital wallet; Distributed ledger technology; Verifiable credential","Blockchain; Design; Sales; Block-chain; Customer privacy; Decentralised; Decentralized identity; Design-science researches; Digital certificates; Digital wallets; Distributed ledg technology; Research approach; Verifiable credential; Distributed ledger","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85119058393"
"Mulaji S.M.; Roodt S.","Mulaji, Sarah Mulombo (57225175257); Roodt, Sumarie (35111631600)","57225175257; 35111631600","Factors Affecting Organisations’ Adoption Behaviour toward Blockchain-Based Distributed Identity Management: The Sustainability of Self-Sovereign Identity in Organisations","2022","Sustainability (Switzerland)","14","18","11534","","","","3","10.3390/su141811534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138621678&doi=10.3390%2fsu141811534&partnerID=40&md5=d4d3b026f96dca2490771bab6f4753dc","Blockchain-based Distributed Identity Management (BDIDM) can enhance sustainable identification and authentication of users on organisations’ digital systems. But there is not a clear consensus on how organisations perceive the value proposition of such technology, nor what might affect their adoption behaviour toward it. This research explains how technological, organisational and environmental (TOE) factors affect organisations’ adoption behaviour toward BDIDM. This study aims to determine the most critical factors affecting the behaviour while assessing the effectiveness and appropriateness of the model involved, i.e., TOE-BDIDM. Online questionnaires are used to survey 111 information and cybersecurity practitioners within South African organisations. The analysis combines binary logistic regression modelling, Structural Equation Modelling of the measurement model, and chi-squared tests. The results suggest TOE factors positively or negatively affect adoption behaviour. The behaviour is significantly affected by technology characteristics, i.e., BDIDM’s disruptive nature, and is associated with Blockchain type. Indeed, the majority of participants intended to recommend BDIDM to their organisations yet paradoxically preferred private-permissioned blockchain the most, revealing resistance to decentralised and privacy-preserving BDIDM models like Self-Sovereign Identity (SSI). The latter might be utopian or unsustainable for organisations. TOE-BDIDM was found relatively appropriate and effective but arguably ‘incomplete’ for explaining the adoption of disruptive technologies like SSI in organisations. TOE should extend to TOEU by including the User factors. © 2022 by the authors.","blockchain for enterprise; centralised and decentralised IDM; disruptive technology characteristics; distributed identity management; Information and Cybersecurity Practitioners Survey; permissioned and permissionless blockchains; predicting organisations’ adoption behaviour; resistance to self-sovereign identity; SSI sustainability; sustainable identification and authentication; Technology-Organisation-Environment model; TOE appropriateness and effectiveness","management practice; sovereignty; survey method; sustainability; technology adoption","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85138621678"
"Mahula S.; Tan E.; Crompvoets J.","Mahula, Stanislav (57224677801); Tan, Evrim (57079507500); Crompvoets, Joep (19639976700)","57224677801; 57079507500; 19639976700","With blockchain or not? Opportunities and challenges of self-sovereign identity implementation in public administration: Lessons from the Belgian case","2021","ACM International Conference Proceeding Series","","","3463705","495","504","9","6","10.1145/3463677.3463705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108143605&doi=10.1145%2f3463677.3463705&partnerID=40&md5=6003baaca804cac3656a90b04b6f8bf8","Self-sovereign identity (SS) has become a trend within the digital identity circles. This new paradigm places a user in the centre and allows them to have more control over their identity information. Such a concept has swiftly found its enthusiasts, who also actively experiment on SSI implementation in the public sector. Although SSI does not imply having any technology at the backbone, it is usually discussed in the blockchain context. This article explores what opportunities this new identity concept can bring to the public sector and the associated challenges in this process. Also, we seek to examine the dependency of SSI on blockchain technology. For this, we study the existing knowledge on SSI from the literature and interview industry experts to elucidate this phenomenon. Using the thematic analysis technique, we propose a framework for assessing the opportunities and challenges, using the case of Belgium as an example, showcasing the potential of SSI and what barriers it still needs to overcome. We conclude that although blockchain does contribute to achieving SSI, it is not the silver bullet for it. © 2021 ACM.","blockchain; decentralised identity; Self-sovereign identity","Blockchain; Electronic document identification systems; Belgium; Digital identity; Identity information; Industry experts; Public sector; Thematic analysis; Public administration","Conference paper","Final","","Scopus","2-s2.0-85108143605"
"Jena S.K.; Barik R.C.","Jena, Sanjay Kumar (58305131800); Barik, Ram Chandra (56463822000)","58305131800; 56463822000","Decentralized Digital Identity: A New Form of Secured Identity Using Blockchain Technology","2023","Lecture Notes in Networks and Systems","671 LNNS","","","93","102","9","0","10.1007/978-3-031-31153-6_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161221450&doi=10.1007%2f978-3-031-31153-6_9&partnerID=40&md5=44912058d64ec54309b86a38eeb5cc00","Decentralized Digital Identity is the recent research focus for all identity management policy making authorities. The demand for the development robust digital identity solution is constantly rising. Conjugation of AI and biometric authentication at one side makes the identity process more streamlined to the users but at other side opens up ample of opportunities for cybercrime and identity theft also. Hence, the centralized process for maintaining the identity has become vulnerable both for the identity holder and the identity maintaining organization as well. This paper proposed a secure blockchain based generic provable claim model to be adopted for the benefit of identification of general public. The proposed model depicts secure decentralized ledger for issuer and verifier in identity model to mitigate the risk of exploitation over digital identity by the hackers to protect from duplication with fake identification. MD5 and SHA-512 driven secure hashing function is applied in a blockchain for identity verification in two application domains in Biomedical and Transport blockchain as per recent state-of-art. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Blockchain; Digital Identity; Security and integrity","Authentication; Distributed ledger; Electronic document identification systems; Personal computing; Block-chain; Decentralised; Digital identity; Identity management; Management policy; New forms; Policy making; Recent researches; Research focus; Security and integrity; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85161221450"
"Kara M.; Merzeh H.R.J.; Aydın M.A.; Balık H.H.","Kara, Mustafa (57325378600); Merzeh, Hisham R.J. (57325934900); Aydın, Muhammed Ali (55825605300); Balık, Hasan Hüseyin (6602522635)","57325378600; 57325934900; 55825605300; 6602522635","VoIPChain: A decentralized identity authentication in Voice over IP using Blockchain","2023","Computer Communications","198","","","247","261","14","1","10.1016/j.comcom.2022.11.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144551871&doi=10.1016%2fj.comcom.2022.11.019&partnerID=40&md5=816b9fc2573b03583962413e76aa00ab","Confidentiality, availability, integrity, authentication, and non-repudiation when together became the top priority for secure communication. However, authentication is the first line of defense in all these security parameters. Unfortunately, several authentication mechanisms in the traditional methods cannot provide secure communication due to various vulnerabilities such as single point of failure and privacy issues. Furthermore, key distribution mechanisms such as Certificate Authority (CA) and Trusted Third Party (TTP) distribute keys over the central architecture fail, thus secure communication cannot occur. As a solution to these drawbacks, this paper proposes a new decentralized blockchain-based identity authentication mechanism for VoIP networks, VoIPChain. The proposed scheme utilizes the main features of the blockchain platform, such as immutability, transparency, and fault tolerance, to provide data privacy and secure communication in VoIP applications. The proposed scheme is evaluated as an actual implementation using the virtual Ethereum platform and Python language. The experimental results show that the proposed scheme is an efficient and cost-effective solution for the call process as a decentralized identity authentication system in VoIP. In addition, end-to-end secure call performance outperforms the existing blockchain-based authentication mechanisms by 30%–70% in terms of average time delay. The proposed scheme is almost ten times faster than the TLS process to authenticate between parties. Moreover, compared to fast but less secure basic methods over the SIP authentication the proposed scheme has an acceptable time delay in a call process. © 2022 Elsevier B.V.","Authentication; Blockchain; Security; VoIP","Blockchain; Cost effectiveness; Cryptography; Data privacy; Fault tolerance; Internet protocols; Internet telephony; Network architecture; Peer to peer networks; Secure communication; Time delay; Voice/data communication systems; Authentication mechanisms; Block-chain; Call process; Decentralised; Identity authentication; Integrity authentications; Non repudiation; Security; Voice over IP; VoIP; Authentication","Article","Final","","Scopus","2-s2.0-85144551871"
"Schardong F.; Custódio R.; Pioli L.; Meyer J.","Schardong, Frederico (56938998800); Custódio, Ricardo (23134431000); Pioli, Láercio (57211635317); Meyer, João (57454119500)","56938998800; 23134431000; 57211635317; 57454119500","Matching Metadata on Blockchain for Self-Sovereign Identity","2022","Lecture Notes in Business Information Processing","436 LNBIP","","","421","433","12","2","10.1007/978-3-030-94343-1_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124644960&doi=10.1007%2f978-3-030-94343-1_32&partnerID=40&md5=b293a9f519153ebcdf1ef24dbd271e44","Self-Sovereign Identity (SSI) is a privacy-preserving identity paradigm where users own and manage their digital identities. SSI is also referred to as blockchain identity, as it is commonly implemented using distributed ledger technologies. In this work, we describe the problem of schema matching on blockchain-based SSI implementations, systematically review the literature for tools that attack this problem, introduce a novel solution, and empirically compare it with the works reported from our literature review. Our solution uses pre-trained word vectors to find semantic similarities between user queries and schemas on the blockchain. Experimental evaluation shows that it outperforms existing solutions regarding queries that approach natural language. © 2022, Springer Nature Switzerland AG.","Blockchain; Metadata matching; Schema matching; Self-Sovereign Identity; SSI","Blockchain; Distributed ledger; Semantics; Block-chain; Digital identity; Literature reviews; Matchings; Metadatum matching; Novel solutions; Privacy preserving; Schema matching; Self-sovereign identity; Metadata","Conference paper","Final","","Scopus","2-s2.0-85124644960"
"Gulati H.; Huang C.-T.","Gulati, Himani (57215927250); Huang, Chin-Tser (8154036900)","57215927250; 8154036900","Self-Sovereign Dynamic Digital Identities based on Blockchain Technology","2019","Conference Proceedings - IEEE SOUTHEASTCON","2019-April","","9020518","","","","6","10.1109/SoutheastCon42311.2019.9020518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082396489&doi=10.1109%2fSoutheastCon42311.2019.9020518&partnerID=40&md5=6c0a78c4c5ca86781e055875ddda5703","With the advancement of electronic and cardless payment technologies and the growth in identity thefts and frauds, it is important for merchants and vendors to be able to perform a retrospective verification on a previous transaction at any later time. However, some of the user's identity credentials used as the basis of trust on these payment technologies may be changing over time, which could largely complicate or confuse the retrospective verifications. In this paper, we propose a self-sovereign dynamic digital identity scheme to address the above problem. We introduce the management and use of dynamic digital identity, which is created using the blockchain technology. The proposed scheme makes use of a combination of biometric traits and other identity attributes that could vary or evolve over time. Since the proposed dynamic identity allows tracing back to a previous version of the identity of the same individual via the blockchain, it can be used to retrospectively verify a previous transaction associated with a previous version of the identity. © 2019 IEEE.","blockchain; digital identity; dynamic identity","Electronic document identification systems; Biometric traits; Digital identity; Dynamic identities; Identity theft; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85082396489"
