Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"S Mitra","OConsent--Open Consent Protocol for Privacy and Consent Management with Blockchain",2022,"arXiv preprint arXiv:2201.01326","arxiv.org","https://arxiv.org/abs/2201.01326","",68,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,1,1,"… consent with blockchain. Consentio uses Hyperledger, which is a permissioned blockchain. … However, having a permissioned blockchain inhibits the wider adoption of the platform, and …","https://arxiv.org/pdf/2201.01326","https://scholar.google.com/scholar?q=related:FimsdccESzEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"J Heo, H Jang, H Lee","How to divide a permission token in the delegation process of blockchain-based access control for IoT",2022,"2022 IEEE International Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9773848/?casa_token=5YPWhek4gHcAAAAA:2g4NOrGWzVDE6GYCcDsm9N2BObqemuGRrX9xI6efhTbKCkUz13UkvYtDwkcklcM7d56uo3NmKys","",69,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,3,1,"… blockchain is based on a consortium blockchain architecture, which requires permission to participate in the blockchain … The PDP validates the permission to access a resource based …","https://ieeexplore.ieee.org/iel7/9773363/9773791/09773848.pdf?casa_token=mmwzipDpcGYAAAAA:IycPyMOUSPvQ1r9LnEF49LJRzVau_spEkGokhhSa6pgG9ZQ4B4-ckvm9RVkoDsR3RjB10KwzOhc","https://scholar.google.com/scholar?q=related:CUTy0lBOWZ8J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"G Massarotto","USING BLOCKCHAIN-BASED SMART CONTRACTS TO ENFORCE THE ANTITRUST CONSENT",2022,"Available at SSRN","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4016740","",73,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,1,1,"… This paper demonstrates how antitrust consent solution and blockchain can … consent reduces the asymmetry of information between market players and regulators, just like a blockchain …","","https://scholar.google.com/scholar?q=related:pgPx2eKBQ_cJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"Z Zheng","Blockchain Technology and Research on Informed Consent Rules in Art Auctions",2022,"The Legal System of Art Auction in China","Springer","https://link.springer.com/chapter/10.1007/978-981-19-0128-7_6","",78,"2022-06-21 18:11:03","","10.1007/978-981-19-0128-7_6","","",,,,,0,0.00,0,1,1,"… of informed consent is separated … consent rules, cope with the impact of block chain technology on the art auction market, and build a new interpretation framework of informed consent …","","https://scholar.google.com/scholar?q=related:k4aLbUMe0OUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"P Chagina","Development of blockchain-based general consent management system",2022,"","lutpub.lut.fi","https://lutpub.lut.fi/handle/10024/164161","",85,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,1,1,"… technology allows tracking of the activity of user consent. This thesis proves the consent of a general consent management system with the use of blockchain technology and provides a …","https://lutpub.lut.fi/bitstream/handle/10024/164161/mastersthesis_chagina_polina.pdf?sequence=1","https://scholar.google.com/scholar?q=related:S0EYND6_02UJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"KY Huh, SU Jeong, SJ Moon, MJ Kim, W Yang, ...","METORY: Development of a Demand-Driven Blockchain-Based Dynamic Consent Platform Tailored for Clinical Trials",2022,"Frontiers in …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9136007/","",107,"2022-06-21 18:11:03","HTML","","","",,,,,0,0.00,0,6,1,"… consent concept intensified the data integrity issue in clinical trials. Incorporating blockchain technology into a dynamic consent … We developed a blockchain-based dynamic consent …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9136007/","https://scholar.google.com/scholar?q=related:mPKLabXjbC0J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"FJ Ricotta, B Jackson, T Henry, ...","Systems and methods for accessing digital assets in a blockchain using global consent contracts",2022,"US Patent App. 17 …","Google Patents","https://patents.google.com/patent/US20220058282A1/en","",108,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,4,1,"… The consent contract and the position of the consent block in the blockchain are verifiable from the hash value. Each consent block, once added to the blockchain, becomes part of the …","",""
0,"J Hsy, TLC Leung, M LeBaron, ...","Consent Provenance and Compliance Tracking over a Complex Consumer Data Supply Chain Using Blockchain Distributed Ledger",2022,"US Patent App. 17 …","Google Patents","https://patents.google.com/patent/US20220050915A1/en","",112,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,4,1,"… The consumer data itself is not stored in the blockchain, only consents and data transfer events. A consent API allows companies to enter the original consumer consent in a consent …","https://patentimages.storage.googleapis.com/88/71/20/bf675aa6127305/US20220050915A1.pdf",""
14,"SP Mann, J Savulescu, P Ravaud, ...","Blockchain, consent and prosent for medical research",2021,"Journal of medical …","jme.bmj.com","https://jme.bmj.com/content/47/4/244.abstract","https://scholar.google.com/scholar?cites=14209398746666134632&as_sdt=2005&sciodt=2007&hl=en",2,"2022-06-21 18:11:03","","","","",,,,,14,14.00,4,4,1,"… using blockchain-based smart contracts. This paper demonstrates how blockchain technologies can be used to further all three of the bioethical principles underlying consent …","https://jme.bmj.com/content/medethics/47/4/244.full.pdf","https://scholar.google.com/scholar?q=related:aGzqHuDsMcUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
16,"PV Kakarlapudi, QH Mahmoud","A systematic review of blockchain for consent management",2021,"Healthcare","mdpi.com","https://www.mdpi.com/981714","https://scholar.google.com/scholar?cites=14655047306785875065&as_sdt=2005&sciodt=2007&hl=en",3,"2022-06-21 18:11:03","","","","",,,,,16,16.00,8,2,1,"… We believe that consent management with Blockchain makes the process easier, more … A blockchain is a digital transaction archive that is duplicated and circulated on the blockchain …","https://www.mdpi.com/2227-9032/9/2/137/pdf","https://scholar.google.com/scholar?q=related:eWSEN-EvYcsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
5,"TM Kim, SJ Lee, DJ Chang, J Koo, T Kim, KH Yoon, ...","DynamiChain: development of medical blockchain ecosystem based on dynamic consent system",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/994060","https://scholar.google.com/scholar?cites=6552979052989176052&as_sdt=2005&sciodt=2007&hl=en",10,"2022-06-21 18:11:03","","","","",,,,,5,5.00,1,7,1,"… Although blockchain is acknowledged as one of the most … In addition, contemporary blockchain-converged solutions do … of a dynamic consent medical blockchain system called …","https://www.mdpi.com/2076-3417/11/4/1612/pdf","https://scholar.google.com/scholar?q=related:9Nj-wbrb8FoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
9,"NR Pradhan, AP Singh, N Kumar, ...","A flexible permission ascription (FPA)-based blockchain framework for peer-to-peer energy trading with performance evaluation",2021,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9484848/?casa_token=jWSyxuD32X8AAAAA:CvfpUvHZaUBcCAh-FoF4pAYa_V5P5bYKLbTVPhSa4V60dNMvpK4e_Q2pL93yfu0al-6fFv8Gt2U","https://scholar.google.com/scholar?cites=5199308868989651248&as_sdt=2005&sciodt=2007&hl=en",19,"2022-06-21 18:11:03","","","","",,,,,9,9.00,2,4,1,"… connect permission less Ethereum blockchain while achieving their privacy requirements on a private HB blockchain network were conducted. Moreover, on-chain permission scheme …","https://ieeexplore.ieee.org/iel7/9424/4389054/09484848.pdf?casa_token=Zk0LRqx84EkAAAAA:8ekXeFbA3HCdYXXEndcisi2k5E0jiq7sr6cQyVxk75eqbTbf65zuXyXCd1IOo74GRDu0lgz1bu8","https://scholar.google.com/scholar?q=related:MImqhd6nJ0gJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
3,"F Albalwy, A Brass, A Davies","A blockchain-based dynamic consent architecture to support clinical genomic data sharing (ConsentChain): Proof-of-concept study",2021,"JMIR medical informatics","medinform.jmir.org","https://medinform.jmir.org/2021/11/e27816/","https://scholar.google.com/scholar?cites=8812158853235782750&as_sdt=2005&sciodt=2007&hl=en",25,"2022-06-21 18:11:03","HTML","","","",,,,,3,3.00,1,3,1,"… is blockchain technology. As decentralized and distributed technology, blockchain technology … This paper proposes blockchain-based dynamic consent architecture to support genomic …","https://medinform.jmir.org/2021/11/e27816/","https://scholar.google.com/scholar?q=related:XrRux8kTS3oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
2,"P Banerjee, A Muthaiah, S Ruj","Blockchain enabled data trading with user consent",2021,"2021 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9352817/?casa_token=w9tv4LZPvwIAAAAA:EWqJu34zclz7fOYMLKY2DvH4ofO6hjn1regnjsuX1_hJdl1Y2oa2wBZ1p4mxLsKFxeJ5DkwJoPo","https://scholar.google.com/scholar?cites=3154330402760490032&as_sdt=2005&sciodt=2007&hl=en",34,"2022-06-21 18:11:03","","","","",,,,,2,2.00,1,3,1,"… The consent forms are still paper based or just digital copies of the paper version and … core concerns of consent, compensation and traceability of data. We use a blockchain platform to …","https://ieeexplore.ieee.org/iel7/9352735/9352808/09352817.pdf?casa_token=QNX_1I6eWxwAAAAA:S4rPvlerCz4mO9PPVlpfQQYatThMXVe1F4p8j-MXB-0E1Nr3-dibmddOai1oEBURS81jrBZ_2gQ","https://scholar.google.com/scholar?q=related:MPzA-MluxisJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
1,"H Grodzicka, M Kedziora, L Madeyski","Security and Scalability in Private Permissionless Blockchain: Problems and Solutions Leading to Creating Consent-as-a-Service (CaaS) Deployment",2021,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-88113-9_22","https://scholar.google.com/scholar?cites=10553615333376323653&as_sdt=2005&sciodt=2007&hl=en",41,"2022-06-21 18:11:03","","10.1007/978-3-030-88113-9_22","","",,,,,1,1.00,0,3,1,"… occurring in private permissionless blockchain systems. The consent management system (… implemented in the selected blockchain-as-a-service (BaaS), and therefore led to consent-as-…","","https://scholar.google.com/scholar?q=related:RfAC8jr5dZIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
1,"T Rupasinghe","Blockchain-based dynamic consent for secondary use of electronic medical records",2021,"","scholar.archive.org","https://scholar.archive.org/work/bxadfzyevrhj3pyqywgvhdcnbm/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/31670780/FinalthesisbyTharukaRupasinghe.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1638856314&Signature=gV5N2XINjwyh51pOe0Aw%2FGW2f2M%3D","https://scholar.google.com/scholar?cites=17789986602430000443&as_sdt=2005&sciodt=2007&hl=en",44,"2022-06-21 18:11:03","PDF","","","",,,,,1,1.00,1,1,1,"… This study explores a novel dynamic consent mechanism based on blockchain technology … in the consent management process by dynamically managing consent preferences and de…","https://scholar.archive.org/work/bxadfzyevrhj3pyqywgvhdcnbm/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/31670780/FinalthesisbyTharukaRupasinghe.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1638856314&Signature=gV5N2XINjwyh51pOe0Aw%2FGW2f2M%3D","https://scholar.google.com/scholar?q=related:O23MPI-64vYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
1,"S Kumar","Permission blockchain network based central bank digital currency",2021,"2021 IEEE 4th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9574020/?casa_token=DFz3D7gtDY4AAAAA:a2N8VBVjnTaT4F3S18fIDgubtwfqjM_Jbv8kZoagE9bnpRLBKLBiWsC7R4yCPCn5vy60UuNhZIo","https://scholar.google.com/scholar?cites=10144830869330749096&as_sdt=2005&sciodt=2007&hl=en",51,"2022-06-21 18:11:03","","","","",,,,,1,1.00,1,1,1,"… permission blockchain called MBDC. For improving the scalability and payment process, the multi-blockchain … of processing overhead due to the multi-blockchain layer. In the paper [20], …","https://ieeexplore.ieee.org/iel7/9573501/9573519/09574020.pdf?casa_token=lF6Q7sldqVcAAAAA:tTEJuhw2D_DIOc587cS5NlQAEp-dTdK1T_37CXFBjrFHk3zo948X8hatV3naK3B751nynZzJ5y8","https://scholar.google.com/scholar?q=related:qGbgEO2tyYwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"BC Mak, BT Addeman, J Chen, ...","Leveraging Blockchain Technology for Informed Consent Process and Patient Engagement in a Clinical Trial Pilot",2021,"Blockchain in …","blockchainhealthcaretoday.com","https://www.blockchainhealthcaretoday.com/index.php/journal/article/view/182","",56,"2022-06-21 18:11:03","HTML","","","",,,,,0,0.00,0,4,1,"… The objective of this study was to determine whether blockchain technology could enforce … -based blockchain system in an active clinical trial setting to assess the impact of blockchain …","https://www.blockchainhealthcaretoday.com/index.php/journal/article/view/182","https://scholar.google.com/scholar?q=related:_6VQ5w_uvE8J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
1,"I Mukhopadhyay, A Ghosh","Blockchain-Based Framework for Managing Customer Consent in Open Banking",2021,"The"" Essence"" of Network Security: An End-to …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-9317-8_3","https://scholar.google.com/scholar?cites=5782434679926751393&as_sdt=2005&sciodt=2007&hl=en",59,"2022-06-21 18:11:03","","10.1007/978-981-15-9317-8_3","","",,,,,1,1.00,1,2,1,"… Blockchain-based solutions for consent management, let’s understand about Blockchain … and implementation of a permissioned Blockchain third-party consent management system, a …","","https://scholar.google.com/scholar?q=related:oQDvabRVP1AJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"PV Kakarlapudi, QH Mahmoud","A Systematic Review of Blockchain for Consent Management. Healthcare 2021, 9, 137",2021,"","mdpi.com","https://www.mdpi.com/2227-9032/9/2/137/pdf?version=1612322611","",60,"2022-06-21 18:11:03","PDF","","","",,,,,0,0.00,0,2,1,"… We believe that consent management with Blockchain makes the process easier, more … A blockchain is a digital transaction archive that is duplicated and circulated on the blockchain …","https://www.mdpi.com/2227-9032/9/2/137/pdf?version=1612322611","https://scholar.google.com/scholar?q=related:BnNhLzFVTisJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
1,"Y Kim, B Park, S Jang, SY Kim","A Study on Copyright Usage Permission Platform Based on Blockchain for Distribution of Theme, Background and Signal Music",2021,"Journal of the Semiconductor & …","koreascience.or.kr","https://www.koreascience.or.kr/article/JAKO202111861110241.page","https://scholar.google.com/scholar?cites=8972822466256910180&as_sdt=2005&sciodt=2007&hl=en",61,"2022-06-21 18:11:03","","","","",,,,,1,1.00,0,4,1,"… and compensation depending on the use-permission types. In this settlement and distribution … This paper proposes a new settlement and distribution platform using a blockchain for the …","https://www.koreascience.or.kr/article/JAKO202111861110241.pdf","https://scholar.google.com/scholar?q=related:ZDfjNX7ehXwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"D Ameyed, F Jaafar, ...","Blockchain Based Model for Consent Management and Data Transparency Assurance",2021,"2021 IEEE 21st …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9741995/?casa_token=gMgYhTb0LHAAAAAA:rLRiZ0ekr4vRje2zbW-GDUY799TmzjukedFIIAzmenLpxtkdMRmyMGmPCklvbWt_mzfGVuzmjf4","",62,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,3,1,"… pilot implementation of a blockchain-based consent and data … and data controllers to impose consent on data usage. Also, it … and consent management by log data activities and consent …","https://ieeexplore.ieee.org/iel7/9741747/9741863/09741995.pdf?casa_token=w25gqUE_g3QAAAAA:h9EhB2Q8v5frLKSxaR5KCv2tuAWls7NsGUBsYfLUO5ZLb4GB2lTQ_VqGr94lUuK2FpRfIXUtZd0","https://scholar.google.com/scholar?q=related:rkslKSKCqEIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"Z Xu, T Jiao, Z Wang, S Wen, S Chen, ...","AC2M: An Automated Consent Management Model for Blockchain Financial Services Platform",2021,"… Conference on Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9592376/?casa_token=B4MAGwKO4XoAAAAA:5lFjQCyuVgy1d2a5T0A6UKM6hnEMn2Kil9NwmyLIwtlgGazW9ssbDLzKIDC76rzDd6e2yWmSpmA","",63,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,6,1,"… an automated consent management model based on blockchain … a blockchain-based consent management model to solve these issues. The inherent characteristics of Blockchain …","https://ieeexplore.ieee.org/iel7/9592359/9592375/09592376.pdf?casa_token=X7imTfWbPaoAAAAA:lppsOA4MpKwPvw9Yrw-ydqOz1M8NWiQX8I9m1nkQVFGREX5oJP_jdCr3B92IflQ25m9rQAFeYDE","https://scholar.google.com/scholar?q=related:GTbxN1SGBvwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
0,"PV Kakarlapudi","Design and development of a blockchain-based consent management system",2021,"","ir.library.dc-uoit.ca","http://ir.library.dc-uoit.ca/handle/10155/1349","",71,"2022-06-21 18:11:03","","","","",,,,,0,0.00,0,1,1,"… the latest blockchain technology for enhancing data privacy and consent management … The primary goal of this thesis is to design and develop a blockchain-based consent …","https://ir.library.dc-uoit.ca/xmlui/bitstream/handle/10155/1349/Kakarlapudi_Prasanth_Varma.pdf?sequence=1","https://scholar.google.com/scholar?q=related:XoS4amCMvzYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=2007"
