Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Source title,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID
105.0,"L Tan, K Yu, N Shi, C Yang, W Wei…",Towards secure and privacy-preserving data sharing for COVID-19 medical records: a blockchain-empowered approach,2021.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9507353/,"https://scholar.google.com/scholar?cites=13893008804161590325&as_sdt=2005&sciodt=0,5&hl=en",167.0,2023-03-11 13:59:04,,,,,,,,,105.0,52.5,18.0,6.0,2.0,"… , we propose a blockchain-empowered security and privacy protection … blockchain for uniform identity authentication and all public keys, revocation lists, etc are stored on a blockchain. …",,"https://scholar.google.com/scholar?q=related:NRRtKebhzcAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
275.0,"A Al Omar, MS Rahman, A Basu, S Kiyomoto",Medibchain: A blockchain based privacy preserving platform for healthcare data,2017.0,"… , Privacy, and Anonymity in …",Springer,https://link.springer.com/chapter/10.1007/978-3-319-72395-2_49,"https://scholar.google.com/scholar?cites=16125138873765542631&as_sdt=2005&sciodt=0,5&hl=en",60.0,2023-03-11 13:59:04,,10.1007/978-3-319-72395-2_49,,,,,,,275.0,45.83,69.0,4.0,6.0,… centric healthcare data management system by using Blockchain as storage to attain privacy. Pseudonymity is ensured by using the cryptographic functions to protect patient’s data. …,https://www.researchgate.net/profile/Abdullah-Omar-11/publication/321674033_MediBchain_A_Blockchain_Based_Privacy_Preserving_Platform_for_Healthcare_Data/links/5c860073458515831f9ab07a/MediBchain-A-Blockchain-Based-Privacy-Preserving-Platform-for-Healthcare-Data.pdf,"https://scholar.google.com/scholar?q=related:5zqj_F4AyN8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
83.0,"Z Lv, L Qiao, MS Hossain, BJ Choi",Analysis of using blockchain to protect the privacy of drone big data,2021.0,IEEE network,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9354924/,"https://scholar.google.com/scholar?cites=11678633178487246702&as_sdt=2005&sciodt=0,5&hl=en",9.0,2023-03-11 13:59:04,,,,,,,,,83.0,41.5,21.0,4.0,2.0,… unit cryptosystem for encryption of blockchain data. Privacy analysis is provided to validate … proposed UAV big data privacy protection scheme based on blockchain technology has low …,,"https://scholar.google.com/scholar?q=related:bs_S8f_WEqIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
191.0,"J Liu, X Li, L Ye, H Zhang, X Du…",BPDS: A blockchain based privacy-preserving data sharing for electronic medical records,2018.0,2018 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8647713/,"https://scholar.google.com/scholar?cites=110282050330252880&as_sdt=2005&sciodt=0,5&hl=en",46.0,2023-03-11 13:59:04,,,,,,,,,191.0,38.2,32.0,6.0,5.0,"… Aiming at data security and patients’ privacy issues in healthcare, we adopt consortium blockchain … In fact, protecting data privacy from the perspective of data itself is simpler and more …",https://arxiv.org/pdf/1811.03223,"https://scholar.google.com/scholar?q=related:UFYJw_DMhwEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
111.0,"Q Zhao, S Chen, Z Liu, T Baker, Y Zhang",Blockchain-based privacy-preserving remote data integrity checking scheme for IoT information systems,2020.0,Information Processing & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457320308505,"https://scholar.google.com/scholar?cites=11777330029579986966&as_sdt=2005&sciodt=0,5&hl=en",45.0,2023-03-11 13:59:04,,,,,,,,,111.0,37.0,22.0,5.0,3.0,"… resists the leaking of data privacy caused by the un-trusted third party. We employ the blockchain technology to construct the model, then, the auditor queries the proof of the data for an …",https://researchonline.ljmu.ac.uk/id/eprint/13260/8/Blockchain-Based%20Privacy-Preserving%20Remote%20Data.pdf,"https://scholar.google.com/scholar?q=related:FuinT0N7caMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
142.0,"M Chanson, A Bogner, D Bilgeri…",Blockchain for the IoT: privacy-preserving protection of sensor data,2019.0,Journal of the …,alexandria.unisg.ch,https://www.alexandria.unisg.ch/id/eprint/259820,"https://scholar.google.com/scholar?cites=9146118968288837818&as_sdt=2005&sciodt=0,5&hl=en",52.0,2023-03-11 13:59:04,,,,,,,,,142.0,35.5,36.0,4.0,4.0,"… sensor data integrity while guaranteeing sufficient user privacy. In … Blockchain technology cannot assure data privacy per se, so privacy must be implemented on top of the blockchain …",https://www.alexandria.unisg.ch/259820/1/None_Chanson_2019_IoT_Data_Certification.pdf,"https://scholar.google.com/scholar?q=related:uoBRUr6K7X4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
67.0,"K Miyachi, TK Mackey",hOCBS: A privacy-preserving blockchain framework for healthcare data leveraging an on-chain and off-chain system design,2021.0,Information processing &management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321000431,"https://scholar.google.com/scholar?cites=8648300501685470106&as_sdt=2005&sciodt=0,5&hl=en",44.0,2023-03-11 13:59:04,,,,,,,,,67.0,33.5,34.0,2.0,2.0,"… Key features of OCBS’ are their ability to improve scalability, reduce data storage requirements, and enhance data privacy, all extremely critical issues to enable broader blockchain …",https://cafetarjome.com/wp-content/uploads/3930/translation/439a8e8910e1d76a.pdf,"https://scholar.google.com/scholar?q=related:moPLUXzvBHgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
62.0,"B Jia, X Zhang, J Liu, Y Zhang…",Blockchain-enabled federated learning data protection aggregation scheme with differential privacy and homomorphic encryption in IIoT,2021.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9448383/,"https://scholar.google.com/scholar?cites=14995914474605284063&as_sdt=2005&sciodt=0,5&hl=en",142.0,2023-03-11 13:59:04,,,,,,,,,62.0,31.0,12.0,5.0,2.0,"… data and privacy concerns for individual data, we design the novel blockchainenabled federated data … of the dual protection of data privacy and model privacy by model sharing pattern. …",,"https://scholar.google.com/scholar?q=related:34r8TMMwHNAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
90.0,"H Wang, S Ma, HN Dai, M Imran, T Wang",Blockchain-based data privacy management with nudge theory in open banking,2020.0,Future Generation Computer …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18322702,"https://scholar.google.com/scholar?cites=5081036687532890336&as_sdt=2005&sciodt=0,5&hl=en",10.0,2023-03-11 13:59:04,,,,,,,,,90.0,30.0,18.0,5.0,3.0,"… of financial data privacy protection. In order to address the existing problems, this paper proposes a new data privacy management framework based on the blockchain technology for …",https://www.researchgate.net/profile/Hao-Wang-71/publication/336270998_Blockchain-based_data_privacy_management_with_Nudge_theory_in_open_banking/links/5da1e3afa6fdcc8fc34c84aa/Blockchain-based-data-privacy-management-with-Nudge-theory-in-open-banking.pdf,"https://scholar.google.com/scholar?q=related:4BggY_J3g0YJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
90.0,"R Ch, G Srivastava, TR Gadekallu…",Security and privacy of UAV data using blockchain technology,2020.0,Journal of Information …,Elsevier,https://www.sciencedirect.com/science/article/pii/S221421262030822X,"https://scholar.google.com/scholar?cites=4142613619743709583&as_sdt=2005&sciodt=0,5&hl=en",32.0,2023-03-11 13:59:04,,,,,,,,,90.0,30.0,23.0,4.0,3.0,"… data privacy, data preservation in IoT Devices, UAVs, and Drone applications using blockchain … to achieve the desired security and privacy in data maintenance. The highlights of the …",,"https://scholar.google.com/scholar?q=related:j9mEfiOFfTkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
60.0,"H Ghayvat, S Pandya, P Bhattacharya…",CP-BDHCA: Blockchain-Based Confidentiality-Privacy Preserving Big Data Scheme for Healthcare Clouds and Applications,2021.0,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9484786/,"https://scholar.google.com/scholar?cites=9831358242257479025&as_sdt=2005&sciodt=0,5&hl=en",120.0,2023-03-11 13:59:04,,,,,,,,,60.0,30.0,15.0,4.0,2.0,"… - depends on architecture as blockchain alone can not provide privacy. Accessibility and … blockchain, we are auditing every transaction along with action performed on data. …",,"https://scholar.google.com/scholar?q=related:caVdiTsAcIgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
29.0,"S Singh, S Rathore, O Alfarraj, A Tolba…",A framework for privacy-preservation of IoT healthcare data using Federated Learning and blockchain technology,2022.0,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X21004726,"https://scholar.google.com/scholar?cites=10471746588044086727&as_sdt=2005&sciodt=0,5&hl=en",99.0,2023-03-11 13:59:04,,,,,,,,,29.0,29.0,6.0,5.0,1.0,"… This case study provides the privacy-preserving by blockchain and federated learning to smart healthcare. An exemplary overview of the case study is shown in Fig. 3, and the protocol …",,"https://scholar.google.com/scholar?q=related:x81GRgoeU5EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
84.0,"B Le Nguyen, EL Lydia, M Elhoseny…",Privacy preserving blockchain technique to achieve secure and reliable sharing of IoT data,2020.0,Comput. Mater …,researchgate.net,https://www.researchgate.net/profile/Irina-Pustokhina/publication/343156522_Privacy_Preserving_Blockchain_Technique_to_Achieve_Secure_and_Reliable_Sharing_of_IoT_Data/links/6037cbe892851c4ed599016e/Privacy-Preserving-Blockchain-Technique-to-Achieve-Secure-and-Reliable-Sharing-of-IoT-Data.pdf,"https://scholar.google.com/scholar?cites=15124604369690494791&as_sdt=2005&sciodt=0,5&hl=en",97.0,2023-03-11 13:59:04,PDF,,,,,,,,84.0,28.0,21.0,4.0,3.0,"… Then, ECC is used to create effective and accurate privacy … blockchain technique to create a secure and reliable data exchange platform across multiple data providers, where IoT data …",https://www.researchgate.net/profile/Irina-Pustokhina/publication/343156522_Privacy_Preserving_Blockchain_Technique_to_Achieve_Secure_and_Reliable_Sharing_of_IoT_Data/links/6037cbe892851c4ed599016e/Privacy-Preserving-Blockchain-Technique-to-Achieve-Secure-and-Reliable-Sharing-of-IoT-Data.pdf,"https://scholar.google.com/scholar?q=related:Rwe5Z4pj5dEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
139.0,"K Fan, Y Ren, Y Wang, H Li, Y Yang",Blockchain‐based efficient privacy preserving and data sharing scheme of content‐centric network in 5G,2018.0,IET communications,Wiley Online Library,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-com.2017.0619,"https://scholar.google.com/scholar?cites=15454192427677572875&as_sdt=2005&sciodt=0,5&hl=en",118.0,2023-03-11 13:59:04,,10.1049/iet-com.2017.0619,,,,,,,139.0,27.8,28.0,5.0,5.0,… and encrypted cloud storage to implement our scheme focused on data providers’ records … related work about data privacy protection. We will describe privacy protection and share from …,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-com.2017.0619,"https://scholar.google.com/scholar?q=related:C99AFiJSeNYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
27.0,"T Li, H Wang, D He, J Yu",Blockchain-based privacy-preserving and rewarding private data sharing for IoT,2022.0,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9698094/,"https://scholar.google.com/scholar?cites=1817425291077434205&as_sdt=2005&sciodt=0,5&hl=en",66.0,2023-03-11 13:59:04,,,,,,,,,27.0,27.0,7.0,4.0,1.0,… [34] constructed a large-scale health data privacy-preserving chain (named healthchain) to … 1) We propose a privacy-preserving incentive private datasharing scheme on the blockchain …,,"https://scholar.google.com/scholar?q=related:XTt7UKzKOBkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
23.0,"P William, N Yogeesh, S Vimala…",Blockchain Technology for Data Privacy using Contract Mechanism for 5G Networks,2022.0,2022 3rd International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9853118/,"https://scholar.google.com/scholar?cites=3326759890409874618&as_sdt=2005&sciodt=0,5&hl=en",2.0,2023-03-11 13:59:04,,,,,,,,,23.0,23.0,6.0,4.0,1.0,"… Blockchain technology may be used to encrypt data between nodes in the 5G network’s design, and this article addresses the different security difficulties that exist in the current …",,"https://scholar.google.com/scholar?q=related:uuTlkH4GKy4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
88.0,"H Tian, J He, Y Ding",Medical data management on blockchain with privacy,2019.0,Journal of medical systems,Springer,https://link.springer.com/article/10.1007/s10916-018-1144-x,"https://scholar.google.com/scholar?cites=4643381301053638713&as_sdt=2005&sciodt=0,5&hl=en",53.0,2023-03-11 13:59:04,,10.1007/s10916-018-1144-x,,,,,,,88.0,22.0,29.0,3.0,4.0,"… we think its privacy is weak. In this paper, the encrypted data is stored in a blockchain and is … embedded, which balances the integrity, availability and privacy properties of medical data. …",,"https://scholar.google.com/scholar?q=related:OUj-DbGacEAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
42.0,"Y Liu, J Zhang, J Zhan",Privacy protection for fog computing and the internet of things data based on blockchain,2021.0,Cluster Computing,Springer,https://link.springer.com/article/10.1007/s10586-020-03190-3,"https://scholar.google.com/scholar?cites=10178036880745109529&as_sdt=2005&sciodt=0,5&hl=en",65.0,2023-03-11 13:59:04,HTML,10.1007/s10586-020-03190-3,,,,,,,42.0,21.0,14.0,3.0,2.0,… a blockchain-based distributed access control system to maintain the IoT data privacy. In this … problems related to IoT data privacy as a result of its vulnerability to data leakage. Moreover…,https://link.springer.com/article/10.1007/s10586-020-03190-3,"https://scholar.google.com/scholar?q=related:GRijE56mP40J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
40.0,"P Singh, M Masud, MS Hossain, A Kaur",Blockchain and homomorphic encryption-based privacy-preserving data aggregation model in smart grid,2021.0,Computers &Electrical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790621002032,"https://scholar.google.com/scholar?cites=6834039226309322883&as_sdt=2005&sciodt=0,5&hl=en",124.0,2023-03-11 13:59:04,,,,,,,,,40.0,20.0,10.0,4.0,2.0,"… , data security and privacy are not considered while training a model. However, due to the presence of sensitive data, it is crucial that some systems preserve data privacy during model …",,"https://scholar.google.com/scholar?q=related:g6hA0Xdi114J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
59.0,"H Huang, P Zhu, F Xiao, X Sun, Q Huang",A blockchain-based scheme for privacy-preserving and secure sharing of medical data,2020.0,Computers &Security,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404820302832,"https://scholar.google.com/scholar?cites=14093845902313432639&as_sdt=2005&sciodt=0,5&hl=en",58.0,2023-03-11 13:59:04,,,,,,,,,59.0,19.67,12.0,5.0,3.0,"… exponential increase of medical data. In this paper, a blockchain-based privacy-preserving scheme is proposed, which realizes secure sharing of medical data between several entities …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7462555/,"https://scholar.google.com/scholar?q=related:P6Z8_ixml8MJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
95.0,"BK Zheng, LH Zhu, M Shen, F Gao, C Zhang…",Scalable and privacy-preserving data sharing based on blockchain,2018.0,Journal of Computer …,Springer,https://link.springer.com/article/10.1007/s11390-018-1840-5,"https://scholar.google.com/scholar?cites=685670300426292095&as_sdt=2005&sciodt=0,5&hl=en",30.0,2023-03-11 13:59:04,,10.1007/s11390-018-1840-5,,,,,,,95.0,19.0,16.0,6.0,5.0,"… 2) We propose a new method to protect multi-party data privacy in blockchain. In this new method, the (p, t)-threshold Paillier cryptosystem is applied to the blockchain. The private key …",http://jcst.ict.ac.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=2438,"https://scholar.google.com/scholar?q=related:f8vxYYH9gwkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
37.0,"R Zou, X Lv, J Zhao",SPChain: Blockchain-based medical data sharing and privacy-preserving eHealth system,2021.0,Information Processing &Management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321001011,"https://scholar.google.com/scholar?cites=14048097192711290466&as_sdt=2005&sciodt=0,5&hl=en",109.0,2023-03-11 13:59:04,,,,,,,,,37.0,18.5,12.0,3.0,2.0,… We propose a data sharing and privacy-preserving public blockchain system named SPChain. We use chameleon hash functions to design new block structures which provide whole …,https://arxiv.org/pdf/2009.09957,"https://scholar.google.com/scholar?q=related:Yv63fffd9MIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
72.0,"S Jiang, J Cao, JA McCann, Y Yang…",Privacy-preserving and efficient multi-keyword search over encrypted data on blockchain,2019.0,… on Blockchain …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8946181/,"https://scholar.google.com/scholar?cites=13952269667644235088&as_sdt=2005&sciodt=0,5&hl=en",127.0,2023-03-11 13:59:04,,,,,,,,,72.0,18.0,14.0,5.0,4.0,"… In this paper, we propose a blockchain-based data management system with functions of privacy-preserving and efficient database setup, dynamic update and multi-keyword search. …",https://web.comp.polyu.edu.hk/labimcl/paper/Jiang-2019-Blockchain-Multi-Keyword-Search.pdf,"https://scholar.google.com/scholar?q=related:UF1kJldroMEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
