"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Qu Z.; Meng Y.; Liu B.; Muhammad G.; Tiwari P.","Qu, Zhiguo (35327773200); Meng, Yunyi (58335886400); Liu, Bo (57845747600); Muhammad, Ghulam (56605566900); Tiwari, Prayag (57193601962)","35327773200; 58335886400; 57845747600; 56605566900; 57193601962","QB-IMD: A secure medical data processing system with privacy protection based on quantum blockchain for IoMT","2023","IEEE Internet of Things Journal","","","","1","1","0","1","10.1109/JIOT.2023.3285388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162708335&doi=10.1109%2fJIOT.2023.3285388&partnerID=40&md5=affabc453ed9f5080a33bb1eb79bd1b9","Security and privacy are issues that cannot be ignored when collecting and processing medical data in the Internet of Medical Things (IoMT). Blockchain technology is a decentralized ledger system that has diverse application scenarios in the medical field. Blockchain technology relies on traditional cryptography to ensure data integrity and verifiability, but the creation of quantum computing has made it possible to break traditional encryption and signature methods. Therefore, quantum blockchain can provide a higher level of security for handling medical data. This paper innovatively designs a new medical data processing system based on quantum blockchain (QB-IMD). In QB-IMD, a quantum blockchain structure and a novel electronic medical record algorithm (QEMR) are proposed to ensure that the processed data is legitimate and tamper-proof. QEMR combines quantum signature and quantum identity authentication to avoid the potential security risks of digital signatures. In addition, through delegated computing by quantum cloud, medical diagnostic data can be computed without leaking to quantum cloud servers, thus protecting user privacy. Through mathematical proof, theoretical analysis and simulation, it is demonstrated that our scheme can resist six attacks and is feasible to protect user privacy. IEEE","blockchain; Blockchains; delegated computing; Internet of Things; IoMT; Medical diagnostic imaging; Privacy; quantum blockchain; Quantum computing; quantum cryptography; Security; Sensors","Authentication; Blockchain; Data privacy; Diagnosis; Distributed ledger; Medical imaging; Network security; Quantum computers; Quantum cryptography; Block-chain; Delegated computing; Internet of medical thing; Medical diagnostic imaging; Privacy; Quantum blockchain; Quantum Computing; Security; Internet of things","Article","Article in press","","Scopus","2-s2.0-85162708335"
"Wang P.; Hemalatha K.L.","Wang, Puqing (58314396900); Hemalatha, K.L. (57215443035)","58314396900; 57215443035","Blockchain-Based Car Networking Data Privacy Security Assessment Model","2023","Lecture Notes on Data Engineering and Communications Technologies","167","","","801","809","8","0","10.1007/978-981-99-0880-6_86","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161971012&doi=10.1007%2f978-981-99-0880-6_86&partnerID=40&md5=951142b2a37a2dd0f05c277bfc7a630b","In recent years, vehicle-mounted ad hoc networks (vanets) have been regarded as the infrastructure of intelligent transportation systems, which can improve traffic efficiency and ensure the safety of vehicles and pedestrians. As a part of the Internet, the application value and research significance of the Internet of Vehicles technology are beyond doubt. The issue of privacy protection has always been a concern. For this reason, it is necessary to evaluate its privacy security. This article mainly uses the experimental method and the comparative method to discuss the experimental data of this article in groups. Experimental data shows that the accuracy of data based on blockchain reaches more than 90%, while the accuracy of non-blockchain data is lower. This shows that blockchain technology plays a great role in data security. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Blockchain data; Evaluation model; Internet of Vehicles; Privacy and security","Blockchain; Data privacy; Intelligent systems; Intelligent vehicle highway systems; Network security; Pedestrian safety; Vehicular ad hoc networks; Ad-hoc networks; Assessment models; Block-chain; Blockchain data; Evaluation models; Intelligent transportation systems; Internet of vehicle; Privacy and security; Security assessment; Traffic efficiency; Vehicles","Conference paper","Final","","Scopus","2-s2.0-85161971012"
"Rawat S.S.; Alotaibi Y.; Malsa N.; Gupta V.","Rawat, Sur Singh (57216740627); Alotaibi, Youseef (55395786100); Malsa, Nitima (57215611309); Gupta, Vimal (56668210300)","57216740627; 55395786100; 57215611309; 56668210300","Enhancement of UAV Data Security and Privacy via Ethereum Blockchain Technology","2023","Computers, Materials and Continua","76","2","","1797","1815","18","0","10.32604/cmc.2023.039381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173473061&doi=10.32604%2fcmc.2023.039381&partnerID=40&md5=cdda5328deb0cc5d2b625fb6cc69e4ef","Unmanned aerial vehicles (UAVs), or drones, have revolutionized a wide range of industries, including monitoring, agriculture, surveillance, and supply chain. However, their widespread use also poses significant challenges, such as public safety, privacy, and cybersecurity. Cyberattacks, targeting UAVs have become more frequent, which highlights the need for robust security solutions. Blockchain technology, the foundation of cryptocurrencies has the potential to address these challenges. This study suggests a platform that utilizes blockchain technology to manage drone operations securely and confidentially. By incorporating blockchain technology, the proposed method aims to increase the security and privacy of drone data. The suggested platform stores information on a public blockchain located on Ethereum and leverages the Ganache platform to ensure secure and private blockchain transactions. The MetaMask wallet for Ethbalance is necessary for BCT transactions. The present research finding shows that the proposed approach’s efficiency and security features are superior to existing methods. This study contributes to the development of a secure and efficient system for managing drone operations that could have significant applications in various industries. The proposed platform’s security measures could mitigate privacy concerns, minimize cyber security risk, and enhance public safety, ultimately promoting the widespread adoption of UAVs. The results of the study demonstrate that the blockchain can ensure the fulfillment of core security needs such as authentication, privacy preservation, confidentiality, integrity, and access control. © 2023 Tech Science Press. All rights reserved.","blockchain; data privacy; Ethereum; network security; smart contract; Unmanned aerial vehicles (UAVs)","Access control; Antennas; Blockchain; Cybersecurity; Data privacy; Drones; Ethereum; Network security; Risk assessment; Supply chains; Aerial vehicle; Block-chain; Cyber security; Cyber-attacks; Data security and privacy; Networks security; Public safety; Robust security; Security solutions; Unmanned aerial vehicle; Smart contract","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85173473061"
"Qu Y.; Ma L.; Ye W.; Zhai X.; Yu S.; Li Y.; Smith D.","Qu, Youyang (57193560269); Ma, Lichuan (55756911500); Ye, Wenjie (57222511032); Zhai, Xuemeng (57193888459); Yu, Shui (55741361200); Li, Yunfeng (57221626456); Smith, David (8696200500)","57193560269; 55756911500; 57222511032; 57193888459; 55741361200; 57221626456; 8696200500","Towards Privacy-Aware and Trustworthy Data Sharing Using Blockchain for Edge Intelligence","2023","Big Data Mining and Analytics","6","4","","443","464","21","0","10.26599/BDMA.2023.9020012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171179242&doi=10.26599%2fBDMA.2023.9020012&partnerID=40&md5=729b6bd8c9420404c6048bfc2619a2d6","The popularization of intelligent healthcare devices and big data analytics significantly boosts the development of Smart Healthcare Networks (SHNs). To enhance the precision of diagnosis, different participants in SHNs share health data that contain sensitive information. Therefore, the data exchange process raises privacy concerns, especially when the integration of health data from multiple sources (linkage attack) results in further leakage. Linkage attack is a type of dominant attack in the privacy domain, which can leverage various data sources for private data mining. Furthermore, adversaries launch poisoning attacks to falsify the health data, which leads to misdiagnosing or even physical damage. To protect private health data, we propose a personalized differential privacy model based on the trust levels among users. The trust is evaluated by a defined community density, while the corresponding privacy protection level is mapped to controllable randomized noise constrained by differential privacy. To avoid linkage attacks in personalized differential privacy, we design a noise correlation decoupling mechanism using a Markov stochastic process. In addition, we build the community model on a blockchain, which can mitigate the risk of poisoning attacks during differentially private data transmission over SHNs. Extensive experiments and analysis on real-world datasets have testified the proposed model, and achieved better performance compared with existing research from perspectives of privacy protection and effectiveness. © 2018 Tsinghua University Press.","blockchain; differential privacy; edge intelligence; personalized privacy preservation; Smart Healthcare Networks (SHNs)","Data Analytics; Data mining; Electronic data interchange; Health care; Random processes; Sensitive data; Stochastic systems; Block-chain; Differential privacies; Edge intelligence; Health data; Personalized privacy preservation; Poisoning attacks; Privacy preservation; Privacy protection; Private data; Smart healthcare network; Blockchain","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85171179242"
"Xue L.; Ni J.; Liu D.; Lin X.; Shen X.","Xue, Liang (36747039800); Ni, Jianbing (55513556200); Liu, Dongxiao (56353081900); Lin, Xiaodong (17435253300); Shen, Xuemin (7402721166)","36747039800; 55513556200; 56353081900; 17435253300; 7402721166","Blockchain-Based Fair and Fine-Grained Data Trading with Privacy Preservation","2023","IEEE Transactions on Computers","72","9","","2440","2453","13","2","10.1109/TC.2023.3251846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149362942&doi=10.1109%2fTC.2023.3251846&partnerID=40&md5=f40d5c5ffbbcf92bc784b28a0095a02d","In this article, we propose a blockchain-based fair and privacy-preserving data trading scheme that supports fine-grained data selling. First, to achieve fairness for trading participants, by incorporating attribute-based credentials, encryption, and zero-knowledge proof, we design a data trading scheme where a buyer first publishes the required data attributes on the blockchain, and a data seller can demonstrate data availability in ciphertext by only disclosing the required attributes to a data buyer and proving the authenticity of data. A data buyer transfers funds only if the correct key material is uploaded to the blockchain. Second, to guarantee fine-grained data trading and preserve identity privacy, we build a Merkle hash tree on the ciphertexts of data with a signature on its root node, which allows a data seller to split data into blocks and remove the sensitive information from the data without affecting data availability verification. The public key of the data seller is not leaked to the data buyer during the trading. Moreover, different trading transactions from the same data seller cannot be linked. We formally prove that our scheme achieves the desired security properties: fairness and privacy preservation. Simulation results demonstrate the feasibility and efficiency of the proposed scheme.  © 1968-2012 IEEE.","Blockchain; fair data trading; fine-grained data selling; privacy preservation","Authentication; Blockchain; Commerce; Privacy-preserving techniques; Sensitive data; Trees (mathematics); Block-chain; Ciphertexts; Data availability; Fair data trading; Fine grained; Fine-grained data selling; Privacy; Privacy preservation; Public keys; Sales","Article","Final","","Scopus","2-s2.0-85149362942"
"Wang M.; Guo Y.; Zhang C.; Wang C.; Huang H.; Jia X.","Wang, Mingyue (57217167757); Guo, Yu (57194769713); Zhang, Chen (57199646384); Wang, Cong (35106222100); Huang, Hejiao (36480059100); Jia, Xiaohua (7201933846)","57217167757; 57194769713; 57199646384; 35106222100; 36480059100; 7201933846","MedShare: A Privacy-Preserving Medical Data Sharing System by Using Blockchain","2023","IEEE Transactions on Services Computing","16","1","","438","451","13","18","10.1109/TSC.2021.3114719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115668819&doi=10.1109%2fTSC.2021.3114719&partnerID=40&md5=10bda4db73562ba9127251dfbe232df8","Electronic Health Record (EHR) and its privacy have attracted widespread attention with the development of the healthcare industry in recent years. As locking medical data in a single healthcare center causes information isolation, healthcare centers are motivated to build medical data sharing systems. However, existing systems highly rely on the trusted centralized servers, which are vulnerable to distributed denial of service (DDoS) attacks and the single point of failure. Moreover, it is a non-trivial matter to authorize multiple users to search and access EHR in a privacy-preserving manner. In this article, we propose MedShare, a decentralized framework for secure EHR sharing. Our design utilizes the smart contract technique of blockchain to establish a trusted platform for healthcare centers to share their encrypted EHR. Considering that fine-grained access control is essential in practical EHR sharing service, we devise a constant-size attribute-based encryption (ABE) scheme, where the access policy is embedded in search result on the blockchain. Besides, we propose an efficient scheme that enables authorized MedShare users to perform multi-keyword boolean search operations over encrypted EHR. We formally analyze the security strengths and implement the system prototype on Ethereum. Evaluation results demonstrate that MedShare is efficient for EHR sharing. © 2008-2012 IEEE.","attribute-based encryption; boolean search; decentralized framework; medical data sharing; Searchable encryption","Access control; Blockchain; Denial-of-service attack; Locks (fasteners); Network security; Privacy-preserving techniques; Search engines; Attribute-based encryptions; Block-chain; Boolean search; Data Sharing; Decentralised; Decentralized framework; Index; Medical data; Medical data sharing; Medical services; Searchable encryptions; Smart contract","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85115668819"
"Yang F.; Qiao Y.; Abedin M.Z.; Huang C.","Yang, Fan (57265479000); Qiao, Yanan (24722917500); Abedin, Mohammad Zoynul (57193336983); Huang, Cheng (57226685666)","57265479000; 24722917500; 57193336983; 57226685666","Privacy-Preserved Credit Data Sharing Integrating Blockchain and Federated Learning for Industrial 4.0","2022","IEEE Transactions on Industrial Informatics","18","12","","8755","8764","9","15","10.1109/TII.2022.3151917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124846504&doi=10.1109%2fTII.2022.3151917&partnerID=40&md5=2974117b173a4f9949ff872b4950f0b6","In this article, we aim to design an architecture for privacy-preserved credit data and model sharing to guarantee the secure storage and sharing of credit information in a distributed environment. The proposed architecture optimizes the data privacy by sharing the data model instead of revealing the actual data. This article also proposes an efficient credit data storage mechanism combined with a deletable Bloom filter to guarantee a uniform consensus for the training and computation process. In addition, we propose authority control contract and credit verification contract for the secure certification of credit sharing model results under federated learning. Extensive experimental results and security analysis demonstrate that our proposed credit model sharing system based on federated learning and blockchain is of high accuracy, efficiency, as well as stability. In particular, the findings of this article could alleviate the potential credit crisis under financial pressure that assist to economic recovery after the global COVID-19 pandemic. Our approach has further boosted up the demand for efficient, secure credit models for Industry 4.0.  © 2005-2012 IEEE.","Blockchain technology; credit data sharing; federated learning; Industry 4.0; privacy preserving","Blockchain; Industry 4.0; Losses; Privacy-preserving techniques; Block-chain; Blockchain technology; Collaborative Work; Computational modelling; Credit data; Credit data sharing; Data Sharing; Federated learning; Fourth industrial revolution; Industrial revolutions; Industry 40; Privacy preserving; Security; Quality of service","Article","Final","","Scopus","2-s2.0-85124846504"
"","","","17th International Workshops on Data Privacy Management, DPM 2022 and 6th International Workshop on Cryptocurrencies and Blockchain Technology, CBT 2022, held in conjunction with the 27th European Symposium on Research in Computer Security, ESORICS 2022","2023","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","13619 LNCS","","","","","324","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149829788&partnerID=40&md5=bf2cc4c5945977808c976c1dbaebee8c","The proceedings contain 20 papers. The special focus in this conference is on Data Privacy Management. The topics include: An Empirical Analysis of Running a Bitcoin Minimal Wallet on an IoT Device; the Ticket Price Matters in Sharding Blockchain; on the Routing Convergence Delay in the Lightning Network; lightSwap: An Atomic Swap Does Not Require Timeouts at both Blockchains; preserving Buyer-Privacy in Decentralized Supply Chain Marketplaces; Grape: Efficient Hybrid Consensus Protocol Using DAG; a Game-Theoretic Analysis of Delegation Incentives in Blockchain Governance; a Limitlessly Scalable Transaction System; Migrating Blockchains Away from ECDSA for Post-quantum Security: A Study of Impact on Users and Applications; towards Measuring Fairness for Local Differential Privacy; verifiable External Blockchain Calls: Towards Removing Oracle Input Intermediaries; privacy-Preserving Link Prediction; an Email a Day Could Give Your Health Data Away; Explanation of Black Box AI for GDPR Related Privacy Using Isabelle; secure Internet Exams Despite Coercion; privacy with Good Taste: A Case Study in Quantifying Privacy Risks in Genetic Scores; a Parallel Privacy-Preserving Shortest Path Protocol from a Path Algebra Problem; a Blockchain-Based Architecture to Manage User Privacy Preferences on Smart Shared Spaces Privately.","","","Conference review","Final","","Scopus","2-s2.0-85149829788"
"Lou J.-T.; Bhat S.A.; Huang N.-F.","Lou, Jhong-Ting (58532083300); Bhat, Showkat Ahmad (57213056604); Huang, Nen-Fu (55891644100)","58532083300; 57213056604; 55891644100","Blockchain-based privacy-preserving data-sharing framework using proxy re-encryption scheme and interplanetary file system","2023","Peer-to-Peer Networking and Applications","16","5","","2415","2437","22","1","10.1007/s12083-023-01529-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167665485&doi=10.1007%2fs12083-023-01529-2&partnerID=40&md5=ec3f1b33e4adaf8f578a40cffe225461","Through the use of Ethereum, a framework is designed to simplify data exchange mechanism, improve food traceability, and improve privacy. A supply chain management system for agriculture is proposed and implemented in this paper to meet the confidentiality requirements of sensitive data and data ownership requirements. In a public blockchain environment, users can transparently verify every block generated at runtime and easily access data hosted on shared storage without authorization. To improve key distribution efficiency, we developed a proxy re-encryption scheme to manage the symmetric keys of encrypted data on shared storage. Blockchain services should improve the availability of persistent data. The interplanetary File System is used as a storage backend and to provide a file-based database that combined IPFS and a blockchain. Access control is a necessary function in the framework of multi-user data exchange. Users can manage permissions based on any data set in the Access Control List model using smart contracts that are defined by data owners. Finally, we demonstrate the system by developing a management application and integrating it into an existing food traceability system with a decoupled architecture. This demonstrates the system's ability to adapt to open data services while establishing a reliable hybrid architecture. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Access control; Blockchain; Data sharing; Distributed file system; Food traceability; Privacy; Proxy re-encryption; Smart farm","Authorization; Data Sharing; Digital storage; Electronic data interchange; Information management; Privacy-preserving techniques; Sensitive data; Supply chain management; Block-chain; Data Sharing; Distributed file systems; Filesystem; Food traceabilitys; Privacy; Proxy re encryptions; Proxy re-encryption schemes; Shared storage; Smart farm; Blockchain","Article","Final","","Scopus","2-s2.0-85167665485"
"Tian H.; Jian Y.; Ge X.","Tian, Hongliang (57192423525); Jian, Yuzhi (57779520600); Ge, Xiaonan (57218771768)","57192423525; 57779520600; 57218771768","Blockchain-based AMI framework for data security and privacy protection","2022","Sustainable Energy, Grids and Networks","32","","100807","","","","9","10.1016/j.segan.2022.100807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133383681&doi=10.1016%2fj.segan.2022.100807&partnerID=40&md5=cba1fd6cee2bbec3d1159b945b63e1d1","As a key component of smart grid (SG), advanced metering infrastructure (AMI) realizes two-way communication between users and power companies. Considering that AMI involves a large number of important data, which are related to the measurement of users’ electricity bills and the decision-making of power suppliers. Therefore, it is necessary to strengthen the protection of AMI data security and privacy to avoid economic losses caused by data leakage and tampering. Aiming at the problems of trust and single point of failure in the existing protection schemes, this paper proposes an AMI security framework based on blockchain. By combining the characteristics of blockchain such as decentration, tamper proof, traceability, the architecture of AMI data management system is reshaped. The technologies of peer-to-peer (P2P) transmission, asymmetric encryption, consensus algorithm and smart contract of blockchain are used to solve the problems of secure storage, transmission and application of AMI data. Through theoretical analysis and experiments, the feasibility of introducing blockchain technology into AMI is verified. The results show that the proposed framework is secure and reliable, which provides a strong guarantee for AMI data security and privacy protection. © 2022 Elsevier Ltd","Advanced metering infrastructure; Blockchain; Data security; Power system security; Privacy protection; Security framework","Advanced metering infrastructures; Cryptography; Data privacy; Decision making; Digital storage; Electric power transmission; Electric power transmission networks; Electric utilities; Information management; Losses; Peer to peer networks; Smart power grids; Block-chain; Data security and privacy; Measurements of; Power company; Power systems security; Privacy protection; Security and privacy protection; Security frameworks; Smart grid; Two way communications; Blockchain","Article","Final","","Scopus","2-s2.0-85133383681"
"Xu C.; Wu H.; Liu H.; Gu W.; Li Y.; Cao D.","Xu, Cheng (56180639500); Wu, Hongjun (57353193200); Liu, Hongzhe (26660676100); Gu, Weihao (57551980900); Li, Ying (57898176400); Cao, Dongpu (57221183373)","56180639500; 57353193200; 26660676100; 57551980900; 57898176400; 57221183373","Blockchain-Oriented Privacy Protection of Sensitive Data in the Internet of Vehicles","2023","IEEE Transactions on Intelligent Vehicles","8","2","","1057","1067","10","7","10.1109/TIV.2022.3164657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127740190&doi=10.1109%2fTIV.2022.3164657&partnerID=40&md5=61f35ac43a3d84defc49939d4f740856","The Internet of Vehicles is the specific instantiation of the Internet of Things in the field of transportation. Vehicle and driving data are often used to mine information about people's lifestyles and preferences. Without advanced data encryption and strict authorization measures, personal privacy and security are at great risk. To solve the problem that the relatively low security of vehicles connected to the Internet may threaten the privacy of users, a blockchain-based sensitive data privacy-protection scheme for vehicles connected to the Internet is proposed. First, association rules are used to mine Big Data in the Internet of Vehicles. Then, a data security aggregation protocol is established. Finally, an end-to-end encryption mechanism is created. The privacy protection of Big Data in the Internet of Vehicles is achieved through static and dynamic strategies. The experimental results show that the scheme can improve the hiding rate of sensitive data, the key generation time and encryption time are shorter than those of typical technologies, and the encryption ability is better. Therefore, in protecting the privacy of Big Data in the Internet of Vehicles, the blockchain proposed in this paper has better privacy protection and encryption abilities and is applicable to the protection of sensitive data in the Internet of Vehicles.  © 2016 IEEE.","Big Data processing; blockchain; Internet of Vehicles; privacy protection; sensitive data","Network layers; Privacy-preserving techniques; Risk assessment; Sensitive data; Vehicles; Block-chain; Data encryption; Mine information; Personal privacy; Personal security; Physical layers; Privacy and security; Privacy protection; Production facility; Sensitive datas; Blockchain","Article","Final","","Scopus","2-s2.0-85127740190"
"Khan J.A.; Ozbay K.","Khan, Junaid Ahmed (57188692348); Ozbay, Kaan (6701457798)","57188692348; 6701457798","AFFIRM: Privacy-by-Design Blockchain for Mobility Data in Web3 using Information Centric Fog Networks with Collaborative Learning","2023","2023 International Conference on Computing, Networking and Communications, ICNC 2023","","","","456","462","6","1","10.1109/ICNC57223.2023.10074160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152061526&doi=10.1109%2fICNC57223.2023.10074160&partnerID=40&md5=671254ab494db60b4ba8af6ff9ce96d3","Micromobility IoT devices and Connected Vehicles generate massive mobility data, crucial for time-critical safety-related data analytics. It is challenging to study and understand such data without compromising user privacy. We propose AFFIRM, a secure privacy-preserving blockchain framework for efficient, scalable and lightweight mobility data generation, validation, storage and retrieval in future Web3 applications. AFFIRM enables nearby devices to self-organize as a fog network and collaboratively train machine learning algorithms locally to securely generate, validate, store and retrieve mobility data via consensus leveraging Information Centric Networking as the underlying architecture. The proposed collaborative learning enables nodes to learn and adapt with respect to parameters related to scalability, timeliness, security, privacy, and resource consumption. We evaluate AFFIRM using mobility data from New York city and results shows it to scalably store mobility data from up to 700 devices with lower delays and overhead.  © 2023 IEEE.","Blockchain; Fog Computing; ICN; IoT; Privacy preservation.; Web3","Blockchain; Data Analytics; Digital storage; Fog; Internet of things; Learning algorithms; Machine learning; Privacy-preserving techniques; Block-chain; Collaborative learning; ICN; Information-centric; IoT; Micro-mobility; Mobility datum; Privacy preservation; Privacy preservation.; Web3; Fog computing","Conference paper","Final","","Scopus","2-s2.0-85152061526"
"Ali A.; Kundi M.; Ahmed M.; ur Rehman A.; Ali H.; Misron A.B.","Ali, Aitizaz (56242072300); Kundi, Mehwish (57221951401); Ahmed, Mehmood (57679385900); ur Rehman, Ateeq (57864449300); Ali, Hashim (57220909247); Misron, Aervina Binti (58182270000)","56242072300; 57221951401; 57679385900; 57864449300; 57220909247; 58182270000","A Novel Privacy-Preserving Framework Based on Blockchain Technology to Secure Industrial IoT Data","2023","Internet of Things","","","","25","42","17","1","10.1007/978-3-031-21940-5_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153847303&doi=10.1007%2f978-3-031-21940-5_2&partnerID=40&md5=b73eb610020095f982a21285ab1aa656","The Internet of Things (IoT) exhibits vast applications to the healthcare industry. However, there are various security vulnerabilities associated with such kinds of data. In order to avoid such kinds of security problems, the design of a distributed model to provide resistant to security breached and vulnerabilities. This provides a trust-less solution to the healthcare practitioner and their patients. One of the proposed solutions for adopting blockchain capabilities is in an Internet of Things (IoT) infrastructure. Blockchains provide tamper-proof and non-repudiations features to data. Moreover, the consensus mechanism of the blockchain protocol provides reliability and trust to the user to agree upon a certain transaction or updating, it’s also called proof of concept (PoC). In this research we have used hyper-ledger fabric as a tool for consortium blockchain design. We implemented the proposed model through chaincode, and we used cipher for threat and security check. The results are compared with the benchmark models, and it’s evaluated that the proposed model provides better privacy preservation. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","","Distributed ledger; Health care; Internet of things; Privacy-preserving techniques; Block-chain; Chain codes; Distributed models; Healthcare industry; Non repudiation; Privacy preserving; Proof of concept; Security problems; Security vulnerabilities; Tamperproof; Blockchain","Book chapter","Final","","Scopus","2-s2.0-85153847303"
"Agarwal A.; Joshi R.; Arora H.; Kaushik R.","Agarwal, Abhinav (58196761400); Joshi, Ravi (57639093400); Arora, Himanshu (57208383129); Kaushik, Rajkumar (57221311763)","58196761400; 57639093400; 57208383129; 57221311763","Privacy and Security of Healthcare Data in Cloud based on the Blockchain Technology","2023","Proceedings - 7th International Conference on Computing Methodologies and Communication, ICCMC 2023","","","","87","92","5","0","10.1109/ICCMC56507.2023.10083822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153572825&doi=10.1109%2fICCMC56507.2023.10083822&partnerID=40&md5=a99a189e79cc977b63e825116dcbb799","Blockchain is basically a conveyed database that contains records and public record for all exchanges or computerized occasions that have been performed and shared among members. Every transaction in the public record is checked by agreement of most individuals in the system. When the data is placed, the data won't ever vanish. Block chain contains a conclusive and undeniable record of each and every transaction ever. The primary rationale of this of this proposed work is safely store and keeps up with the patient records in cloud database. Healthcare is a data serious space where a lot of data is created, dispersed, put away, and got to day to day. The Blockchain innovation is utilized to safeguard the healthcare data facilitated inside the cloud. The blockchain that contains the clinical data and Distributed computing will associate different healthcare suppliers. It permits healthcare supplier to get to the patient subtleties all the more safely from anyplace. It secures the data from attackers. The data is encrypted before moving to the cloud. The healthcare supplier needs to decrypt the data before downloading the information. The information is finally obtained by involving cryptography in the encryption stage and can be simply acquired by the client and server. In this proposed study, a healthcare record-based protection and security of healthcare-related information in the cloud has been performed on java platform. © 2023 IEEE.","Blockchain; Cloud; Healthcare; Machine Learning (ML); Security; Server","Cryptography; Health care; Machine learning; Block-chain; Cloud database; Cloud-based; Healthcare; Machine learning; Machine-learning; Patient record; Privacy and security; Public records; Security; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85153572825"
"Tang J.; Chen X.","Tang, Jianjun (58160843200); Chen, Xiaopan (58160886800)","58160843200; 58160886800","Blockchain-Based Social Media Software Privacy Data Cloud Storage Method","2023","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","469 LNICST","","","376","389","13","0","10.1007/978-3-031-28867-8_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151240885&doi=10.1007%2f978-3-031-28867-8_28&partnerID=40&md5=8d96725a2f33b6f9c983635e6eb8d945","At present, the leakage of private data stored on social media software has attracted the attention of the academic community. Therefore, it is necessary to discuss the cloud storage method of private data of social media software in detail. In the process of using the social media software privacy data cloud storage method, there is a problem that the file storage takes too long. In order to alleviate the above problem, a blockchain-based social media software privacy data cloud storage method is designed. Obtain the identity management mechanism of social media software, formulate identity restriction plans according to the available scope of accounts, classify the risk factors of privacy information, improve the data reading mode, adjust the independence of data, and use the blockchain to set up the cloud storage structure. Experimental results: The file storage time of the social media software privacy data cloud storage method and the other two social media software privacy data cloud storage methods are: 2.672 s, 4.229 s, and 4.727, respectively. After the cloud storage method of software privacy data is combined, the application effect of the method is better. © 2023, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Blockchain; Cloud storage; Information technology; Personal information; Private data; Social media software","Application programs; Classification (of information); Cloud storage; Data privacy; Information management; Social networking (online); Academic community; Block-chain; Cloud storages; Data clouds; File storage; Identity management; Personal information; Private data; Social media; Social medium software; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85151240885"
