Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Source title,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID
118.0,"Y Qi, MS Hossain, J Nie, X Li",Privacy-preserving blockchain-based federated learning for traffic flow prediction,2021.0,Future Generation Computer Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X2033065X,"https://scholar.google.com/scholar?cites=9966459943290314275&as_sdt=2005&sciodt=0,5&hl=en",16.0,2023-03-11 15:05:12,,,,,,,,,118.0,59.0,30.0,4.0,2.0,"… However, the existing federated learning frameworks are … blockchain-based federated learning framework is proposed to enable decentralized, reliable, and secure federated learning …",,"https://scholar.google.com/scholar?q=related:I576i4P6T4oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
45.0,"D Li, D Han, TH Weng, Z Zheng, H Li, H Liu…",Blockchain for federated learning toward secure distributed machine learning systems: a systemic survey,2022.0,Soft Computing,Springer,https://link.springer.com/article/10.1007/s00500-021-06496-5,"https://scholar.google.com/scholar?cites=87405542948065849&as_sdt=2005&sciodt=0,5&hl=en",71.0,2023-03-11 15:05:12,HTML,10.1007/s00500-021-06496-5,,,,,,,45.0,45.0,6.0,7.0,1.0,"… This section outlines the main characteristics of the Blockchain-based federated learning (BCFL) framework. More precisely, in Sect. 4.1, we first introduce the BCFL architecture arising …",https://link.springer.com/article/10.1007/s00500-021-06496-5,"https://scholar.google.com/scholar?q=related:OdLR0uCGNgEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
125.0,"H Chai, S Leng, Y Chen, K Zhang",A hierarchical blockchain-enabled federated learning algorithm for knowledge sharing in internet of vehicles,2020.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9127823/,"https://scholar.google.com/scholar?cites=15700743165717572218&as_sdt=2005&sciodt=0,5&hl=en",33.0,2023-03-11 15:05:12,,,,,,,,,125.0,41.67,31.0,4.0,3.0,"… , a hierarchical blockchain framework and a hierarchical federated learning … learning methods and share the learning knowledge with each others. The proposed hierarchical blockchain …",http://cosafe.org.uk/papers/UESTC/TITS_chy.pdf,"https://scholar.google.com/scholar?q=related:euo8Hrk-5NkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
120.0,"Y Lu, X Huang, K Zhang, S Maharjan…",Communication-efficient federated learning and permissioned blockchain for digital twin edge networks,2020.0,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9164912/,"https://scholar.google.com/scholar?cites=1735399977966882331&as_sdt=2005&sciodt=0,5&hl=en",50.0,2023-03-11 15:05:12,,,,,,,,,120.0,40.0,24.0,5.0,3.0,"… Then, we propose a blockchain-empowered federated learning scheme to strengthen … and use digital twin empowered reinforcement learning to schedule relaying users and allocate …",,"https://scholar.google.com/scholar?q=related:G87v3RVhFRgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
116.0,"W Zhang, Q Lu, Q Yu, Z Li, Y Liu, SK Lo…",Blockchain-based federated learning for device failure detection in industrial IoT,2020.0,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9233457/,"https://scholar.google.com/scholar?cites=3331687876312662340&as_sdt=2005&sciodt=0,5&hl=en",20.0,2023-03-11 15:05:12,,,,,,,,,116.0,38.67,17.0,7.0,3.0,"… blockchain-based federated learning approach for device failure detection in IIoT. First, we present a platform architecture of blockchain-based federated learning … root on a blockchain. …",https://arxiv.org/pdf/2009.02643,"https://scholar.google.com/scholar?q=related:RIEXsniIPC4J:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
76.0,"C Feng, B Liu, K Yu, SK Goudos…",Blockchain-empowered decentralized horizontal federated learning for 5G-enabled UAVs,2021.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9551794/,"https://scholar.google.com/scholar?cites=14503717223415442114&as_sdt=2005&sciodt=0,5&hl=en",30.0,2023-03-11 15:05:12,,,,,,,,,76.0,38.0,15.0,5.0,2.0,"… As a new machine learning paradigm, federated learning (FL) avoids privacy leakage by … domain devices for learning. To address the abovementioned issues, a blockchain-empowered …",,"https://scholar.google.com/scholar?q=related:wmpkgPiNR8kJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
109.0,"MA Rahman, MS Hossain, MS Islam, NA Alrajeh…",Secure and provenance enhanced internet of health things framework: A blockchain managed federated learning approach,2020.0,Ieee …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9256355/,"https://scholar.google.com/scholar?cites=1222816969083752112&as_sdt=2005&sciodt=0,5&hl=en",34.0,2023-03-11 15:05:12,,,,,,,,,109.0,36.33,22.0,5.0,3.0,Recent advancements in the Internet of Health Things (IoHT) have ushered in the wide adoption of IoT devices in our daily health management. For IoHT data to be acceptable by …,https://ieeexplore.ieee.org/iel7/6287639/8948470/09256355.pdf,"https://scholar.google.com/scholar?q=related:sI6O-41R-BAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
35.0,"A Yazdinejad, A Dehghantanha…",Block hunter: Federated learning for cyber threat hunting in blockchain-based iiot networks,2022.0,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9759988/,"https://scholar.google.com/scholar?cites=7296718444521585287&as_sdt=2005&sciodt=0,5&hl=en",74.0,2023-03-11 15:05:12,,,,,,,,,35.0,35.0,12.0,3.0,1.0,… federated learning to build a threat hunting framework called block hunter to automatically hunt for attacks in blockchain… several machine learning models in a federated environment. To …,https://arxiv.org/pdf/2204.09829,"https://scholar.google.com/scholar?q=related:h_q__8MmQ2UJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
35.0,"A Islam, A Al Amin, SY Shin",FBI: A federated learning-based blockchain-embedded data accumulation scheme using drones for Internet of Things,2022.0,IEEE Wireless Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9714496/,"https://scholar.google.com/scholar?cites=13872177899566473623&as_sdt=2005&sciodt=0,5&hl=en",81.0,2023-03-11 15:05:12,,,,,,,,,35.0,35.0,12.0,3.0,1.0,"… a federated learning-based dataaccumulation scheme that combines drones and blockchain … Finally, the model is stored in the blockchain after consent is obtained from mining nodes. …",,"https://scholar.google.com/scholar?q=related:lyGvPE3gg8AJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
66.0,"D Połap, G Srivastava, K Yu",Agent architecture of an intelligent medical system based on federated learning and blockchain technology,2021.0,Journal of Information Security and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214212621000016,"https://scholar.google.com/scholar?cites=14418085907031657778&as_sdt=2005&sciodt=0,5&hl=en",10.0,2023-03-11 15:05:12,,,,,,,,,66.0,33.0,22.0,3.0,2.0,"… through the use of blockchain in MAS. … , federated learning, and blockchain technology. Next, in Section 3, we present our novel IoMT model that uses federated learning and blockchain …",,"https://scholar.google.com/scholar?q=related:Mg2w_b1UF8gJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
62.0,"B Jia, X Zhang, J Liu, Y Zhang…",Blockchain-enabled federated learning data protection aggregation scheme with differential privacy and homomorphic encryption in IIoT,2021.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9448383/,"https://scholar.google.com/scholar?cites=14995914474605284063&as_sdt=2005&sciodt=0,5&hl=en",101.0,2023-03-11 15:05:12,,,,,,,,,62.0,31.0,12.0,5.0,2.0,… distributed federated learning in IIoT scenario with blockchain involved. We try to build a general model which integrates federated learning and distributed architecture of blockchain to …,,"https://scholar.google.com/scholar?q=related:34r8TMMwHNAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
60.0,"H Liu, S Zhang, P Zhang, X Zhou…",Blockchain and federated learning for collaborative intrusion detection in vehicular edge computing,2021.0,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9420262/,"https://scholar.google.com/scholar?cites=1403826773754797242&as_sdt=2005&sciodt=0,5&hl=en",60.0,2023-03-11 15:05:12,,,,,,,,,60.0,30.0,12.0,5.0,2.0,"… In this work, the authors propose a cooperative IDS based on federated learning and blockchain. Blockchain is particularly used to ensure privacy-preservation for vehicles and high …",,"https://scholar.google.com/scholar?q=related:ulzWTwNlexMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
119.0,"U Majeed, CS Hong",FLchain: Federated learning via MEC-enabled blockchain network,2019.0,2019 20th Asia-Pacific Network …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8892848/,"https://scholar.google.com/scholar?cites=16935732360075835170&as_sdt=2005&sciodt=0,5&hl=en",11.0,2023-03-11 15:05:12,,,,,,,,,119.0,29.75,60.0,2.0,4.0,… we propose blockchain network based architecture called “FLchain” for enhancing security of Federated Learning (FL). We leverage the concept of channels for learning multiple global …,https://www.researchgate.net/profile/Umer-Majeed/publication/336019799_FLchain_Federated_Learning_via_MEC-enabled_Blockchain_Network/links/5d8af45ea6fdcc255496e037/FLchain-Federated-Learning-via-MEC-enabled-Blockchain-Network.pdf,"https://scholar.google.com/scholar?q=related:IndoJdrOB-sJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
89.0,"P Ramanan, K Nakayama",Baffle: Blockchain based aggregator free federated learning,2020.0,… on blockchain (Blockchain),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9284684/,"https://scholar.google.com/scholar?cites=15786323410297127632&as_sdt=2005&sciodt=0,5&hl=en",43.0,2023-03-11 15:05:12,,,,,,,,,89.0,29.67,45.0,2.0,3.0,… federated learning into blockchain technologies. The work done in [18] supports implementing the FL framework into the mining mechanism of the underlying blockchain … blockchain …,https://arxiv.org/pdf/1909.07452,"https://scholar.google.com/scholar?q=related:0IIxjIBJFNsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
29.0,"S Singh, S Rathore, O Alfarraj, A Tolba…",A framework for privacy-preservation of IoT healthcare data using Federated Learning and blockchain technology,2022.0,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X21004726,"https://scholar.google.com/scholar?cites=10471746588044086727&as_sdt=2005&sciodt=0,5&hl=en",26.0,2023-03-11 15:05:12,,,,,,,,,29.0,29.0,6.0,5.0,1.0,"… of Federated Learning for smart applications; in Section 3, we discuss the problem formulation followed by the blockchain and Federated Learning-… Blockchain and Federated Learning. …",,"https://scholar.google.com/scholar?q=related:x81GRgoeU5EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
29.0,"S Aich, NK Sinai, S Kumar, M Ali…",Protecting personal healthcare record using blockchain & federated learning technologies,2022.0,2022 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9728772/,"https://scholar.google.com/scholar?cites=16878853712603146349&as_sdt=2005&sciodt=0,5&hl=en",27.0,2023-03-11 15:05:12,,,,,,,,,29.0,29.0,6.0,5.0,1.0,… based on blockchain and AI Federated learning has been proposed to protect and share safely the patient’s healthcare data. After analysing the potentials of combining blockchain and …,https://www.researchgate.net/profile/Satyabrata-Aich/publication/349981635_Protecting_Personal_Healthcare_Record_Using_Blockchain_Federated_Learning_Technologies/links/604ccc01458515e529a7738a/Protecting-Personal-Healthcare-Record-Using-Blockchain-Federated-Learning-Technologies.pdf,"https://scholar.google.com/scholar?q=related:bWh-Cwa8PeoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
114.0,"X Bao, C Su, Y Xiong, W Huang…",Flchain: A blockchain for auditable federated learning with trust and incentive,2019.0,2019 5th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8905038/,"https://scholar.google.com/scholar?cites=5715280377208406279&as_sdt=2005&sciodt=0,5&hl=en",8.0,2023-03-11 15:05:12,,,,,,,,,114.0,28.5,23.0,5.0,4.0,"… parameter server of Federated Learning with FLChain, but provides comparable security, by combining federated learning with cryptographic technique and blockchain to achieve …",,"https://scholar.google.com/scholar?q=related:B4FE4zjBUE8J:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
56.0,"Z Peng, J Xu, X Chu, S Gao, Y Yao…",Vfchain: Enabling verifiable and auditable federated learning via blockchain systems,2021.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9321132/,"https://scholar.google.com/scholar?cites=11144471468767985887&as_sdt=2005&sciodt=0,5&hl=en",15.0,2023-03-11 15:05:12,,,,,,,,,56.0,28.0,9.0,6.0,2.0,"… Specifically, our blockchain empowered federated learning system flexibly supports two … obtain the up-to-date model for a specific learning task; and (ii) occasional request to obtain a …",,"https://scholar.google.com/scholar?q=related:30BkQcEdqZoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
26.0,"P Whig, A Velu, P Sharma",Demystifying Federated Learning for Blockchain: A Case Study,2022.0,… Federated Learning for Blockchain and …,igi-global.com,https://www.igi-global.com/chapter/demystifying-federated-learning-for-blockchain/308117,"https://scholar.google.com/scholar?cites=9334689257435289515&as_sdt=2005&sciodt=0,5&hl=en",9.0,2023-03-11 15:05:12,,,,,,,,,26.0,26.0,9.0,3.0,1.0,"… can be exchanged on a blockchain, new investment and trading … This chapter will present a case study of a blockchain-based … of blockchain-based decentralised Federated Learning, in …",,"https://scholar.google.com/scholar?q=related:q9cVHmx6i4EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
78.0,"MH ur Rehman, K Salah, E Damiani…",Towards blockchain-based reputation-aware federated learning,2020.0,IEEE INFOCOM 2020 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9163027/,"https://scholar.google.com/scholar?cites=8519094884796774635&as_sdt=2005&sciodt=0,5&hl=en",19.0,2023-03-11 15:05:12,,,,,,,,,78.0,26.0,20.0,4.0,3.0,"Federated learning (FL) is the collaborative machine learning (ML) technique whereby the … Moreover, we present the concept of blockchain-based reputation-aware fine-grained FL in …",https://www.researchgate.net/profile/Muhammad-Habib-Ur-Rehman/publication/339297228_Towards_Blockchain-Based_Reputation-Aware_Federated_Learning/links/5e83b797299bf130796db972/Towards-Blockchain-Based-Reputation-Aware-Federated-Learning.pdf,"https://scholar.google.com/scholar?q=related:67goYKnnOXYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
99.0,"Y Zhao, J Zhao, L Jiang, R Tan, D Niyato","Mobile edge computing, blockchain and reputation-based crowdsourcing iot federated learning: A secure, decentralized and privacy-preserving system",2019.0,arXiv preprint arXiv:1906.10893,ArXiv,,"https://scholar.google.com/scholar?cites=17951439753088819636&as_sdt=2005&sciodt=0,5&hl=en",376.0,2023-03-11 15:05:12,CITATION,,,,,,,,99.0,24.75,20.0,5.0,4.0,,,"https://scholar.google.com/scholar?q=related:tGGvOVhTIPkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
24.0,"O Samuel, AB Omojo, AM Onuja…",IoMT: a COVID-19 healthcare system driven by federated learning and blockchain,2022.0,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9684698/,"https://scholar.google.com/scholar?cites=16814532994962971642&as_sdt=2005&sciodt=0,5&hl=en",229.0,2023-03-11 15:05:12,,,,,,,,,24.0,24.0,6.0,4.0,1.0,"… To resolve the above-mentioned limitations, this paper is proposing a privacy infrastructure based on federated learning and blockchain technology. The proposed infrastructure has the …",,"https://scholar.google.com/scholar?q=related:-lva9Ks4WekJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
71.0,"M Shayan, C Fung, CJM Yoon…",Biscotti: A blockchain system for private and secure federated learning,2020.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9292450/,"https://scholar.google.com/scholar?cites=2670118579224348979&as_sdt=2005&sciodt=0,5&hl=en",5.0,2023-03-11 15:05:12,,,,,,,,,71.0,23.67,18.0,4.0,3.0,"… In contrast to on-blockchain, layer-2 ML applications [40], we propose proof-of-… -1 blockchain consensus protocol that combines the state-of-the-art in defenses for federated learning and …",https://www.academia.edu/download/84157304/tpds20-biscotti.pdf,"https://scholar.google.com/scholar?q=related:M4nWbrMqDiUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
47.0,"SH Alsamhi, FA Almalki, F Afghah…",Drones' edge intelligence over smart environments in B5G: Blockchain and federated learning synergy,2021.0,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9635590/,"https://scholar.google.com/scholar?cites=12106414927705476998&as_sdt=2005&sciodt=0,5&hl=en",53.0,2023-03-11 15:05:12,,,,,,,,,47.0,23.5,12.0,4.0,2.0,… This paper focuses mainly on discussing the combination of blockchain and federated learning for drone edge intelligence in smart and green environment and highlighting the …,,"https://scholar.google.com/scholar?q=related:hg9f9TugAqgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
44.0,"HB Desai, MS Ozdayi, M Kantarcioglu",Blockfla: Accountable federated learning via hybrid blockchain architecture,2021.0,Proceedings of the eleventh …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3422337.3447837,"https://scholar.google.com/scholar?cites=18048147849801904294&as_sdt=2005&sciodt=0,5&hl=en",37.0,2023-03-11 15:05:12,,10.1145/3422337.3447837,,,,,,,44.0,22.0,15.0,3.0,2.0,"… In order to attain a true distributed nature of the Federated Learning algorithms, we allow the training of the model to happen off the chain by individual worker nodes participating in the …",https://arxiv.org/pdf/2010.07427,"https://scholar.google.com/scholar?q=related:pjAsodjmd_oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
22.0,"AR Javed, MA Hassan, F Shahzad, W Ahmed, S Singh…",Integration of blockchain technology and federated learning in vehicular (iot) networks: A comprehensive survey,2022.0,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/22/12/4394,"https://scholar.google.com/scholar?cites=6735283328709501338&as_sdt=2005&sciodt=0,5&hl=en",41.0,2023-03-11 15:05:12,,,,,,,,,22.0,22.0,4.0,6.0,1.0,… can be addressed using Federated Learning (FL) and blockchain. FL can … Blockchain is a distributed ledger that can store data while providing trust and integrity assurance. Blockchain …,https://www.mdpi.com/1424-8220/22/12/4394/pdf,"https://scholar.google.com/scholar?q=related:miFXnYCIeF0J:scholar.google.com/&scioq=intitle:blockchain+intitle:federated+intitle:learning&hl=en&as_sdt=0,5",,,,,,,,,
