Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
48,"M Cash, M Bassiouni","Two-tier permission-ed and permission-less blockchain for secure data sharing",2018,"2018 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8513729/","https://scholar.google.com/scholar?cites=12184543659634449735&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-11-17 09:14:23","","","","",,,,,48,9.60,24,2,5,"… a two-tier blockchain that utilizes both permissioned and permission-less characteristics. … a permission-less blockchain which will allow any node to submit transactions to the blockchain …","https://ieeexplore.ieee.org/iel7/8510938/8513698/08513729.pdf","https://scholar.google.com/scholar?q=related:R92_5uYxGKkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
64,"G Albanese, JP Calbimonte, M Schumacher, ...","Dynamic consent management for clinical trials via private blockchain technology",2020,"Journal of ambient …","Springer","https://link.springer.com/article/10.1007/s12652-020-01761-1","https://scholar.google.com/scholar?cites=6831486855633420312&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-11-17 09:14:23","HTML","10.1007/s12652-020-01761-1","","",,,,,64,21.33,16,4,3,"… , and (v) participant-centered control over her own consent preferences, approvals and … consent in clinical trials, based on blockchain technology (BCT). The usage of blockchain—an …","https://link.springer.com/article/10.1007/s12652-020-01761-1","https://scholar.google.com/scholar?q=related:GMDHtRlRzl4J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
10,"M Alhajri, C Rudolph, AS Shahraki","A blockchain-based consent mechanism for access to fitness data in the healthcare context",2022,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9721062/","https://scholar.google.com/scholar?cites=3327071445692372450&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-11-17 09:14:23","","","","",,,,,10,10.00,3,3,1,"… study proposes a blockchain dynamic consent mechanism that uses a smart contract to preserve privacy in accessing fitness data, especially with regard to the management of consent. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09721062.pdf","https://scholar.google.com/scholar?q=related:4tXWLtohLC4J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
41,"N Al Asad, MT Elahi, A Al Hasan, ...","Permission-based blockchain with proof of authority for secured healthcare data sharing",2020,"2020 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9333488/","https://scholar.google.com/scholar?cites=9547363680024443021&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-11-17 09:14:23","","","","",,,,,41,13.67,10,4,3,"… Sharing patients' data without their consent is a violation of the law … In this paper, a permissioned Blockchain with Proof of … when using Blockchain technology for secure data sharing. …","https://ieeexplore.ieee.org/iel7/9333428/9333424/09333488.pdf","https://scholar.google.com/scholar?q=related:jbhS0a4Mf4QJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
91,"G Ali, N Ahmad, Y Cao, M Asif, H Cruickshank, ...","Blockchain based permission delegation and access control in Internet of Things (BACI)",2019,"Computers &Security","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404819301208","https://scholar.google.com/scholar?cites=6259979295791697707&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-11-17 09:14:23","HTML","","","",,,,,91,22.75,15,6,4,"… architecture for permission delegation and access control for IoT application, with demands on event and query base permission delegation. We further apply Blockchain (BC) …","https://www.sciencedirect.com/science/article/pii/S0167404819301208","https://scholar.google.com/scholar?q=related:K8_2sgDq31YJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
20,"PE Velmovitsky, PADSES Miranda, ...","A blockchain-based consent platform for active assisted living: modeling study and conceptual framework",2020,"Journal of medical …","jmir.org","https://www.jmir.org/2020/12/e20832/","https://scholar.google.com/scholar?cites=7605111176009594642&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-11-17 09:14:23","HTML","","","",,,,,20,6.67,7,3,3,"… This paper explores the creation of a blockchain platform for consent management in … blockchain use cases developed by Gorenflo et al [43], and we apply this methodology to consent …","https://www.jmir.org/2020/12/e20832/","https://scholar.google.com/scholar?q=related:ErdnK1LIimkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
92,"P Genestier, S Zouarhi, P Limeux, ...","Blockchain for consent management in the ehealth environment: A nugget for privacy and security challenges",2017,"Journal of the …","journals.ukzn.ac.za","https://journals.ukzn.ac.za/index.php/JISfTeH/article/view/269","https://scholar.google.com/scholar?cites=12789656341001743828&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-11-17 09:14:23","","","","",,,,,92,15.33,23,4,6,"… access to their data), the consent being recorded in the Blockchain through the consent management server In the second step (Figure 6) the patients’ data recording is classically done …","https://journals.ukzn.ac.za/index.php/JISfTeH/article/download/269/754","https://scholar.google.com/scholar?q=related:1C27_K38fbEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
47,"T Zhou, X Li, H Zhao","DLattice: A permission-less blockchain based on DPoS-BA-DAG consensus for data tokenization",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8672629/","https://scholar.google.com/scholar?cites=14191011865575133517&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-11-17 09:14:23","","","","",,,,,47,11.75,16,3,4,"… The emergence of blockchain provides a new direction for data protection and data … Therefore, in this paper, we propose a permission-less blockchain with a novel double-DAG (…","https://ieeexplore.ieee.org/iel7/6287639/6514899/08672629.pdf","https://scholar.google.com/scholar?q=related:TZH1whqa8MQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
33,"K Rantos, G Drosatos, A Kritsas, C Ilioudis, ...","A blockchain-based platform for consent management of personal data processing in the IoT ecosystem",2019,"Security and …","hindawi.com","https://www.hindawi.com/journals/scn/2019/1431578/abs/","https://scholar.google.com/scholar?cites=4977037163942878668&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-11-17 09:14:23","HTML","","","",,,,,33,8.25,7,5,4,"… consent or a consent that was valid during another period. Note that monitoring of data controller’s adherence to a consent is … data with the support of a blockchain infrastructure [11, 12]. …","https://www.hindawi.com/journals/scn/2019/1431578/abs/","https://scholar.google.com/scholar?q=related:zJ27Xu78EUUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
69,"K Rantos, G Drosatos, K Demertzis, C Ilioudis, ...","ADvoCATE: a consent management platform for personal data processing in the IoT using blockchain technology",2019,"… Security Solutions for …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-12942-2_23","https://scholar.google.com/scholar?cites=4862280801241463403&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-11-17 09:14:23","","10.1007/978-3-030-12942-2_23","","",,,,,69,17.25,14,5,4,"… the blockchain infrastructure through the smart contract and comparing the retrieved hash with a new hash of the consent digital signatures. The utilisation of a blockchain infrastructure …","https://www.academia.edu/download/63289089/secitc2018-advocate-consent_fin20200512-86045-feadb1.pdf","https://scholar.google.com/scholar?q=related:a_oylKBKekMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
77,"Y Zhu, Y Qin, Z Zhou, X Song, G Liu, ...","Digital asset management with distributed permission over blockchain and attribute-based access control",2018,"2018 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8456418/","https://scholar.google.com/scholar?cites=10786036530487638147&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-11-17 09:14:23","","","","",,,,,77,15.40,13,6,5,"… for digital asset escrowed into blockchain while the blockchain’s transactions serve as … and blockchain, this platform can support flexible and diverse permission management, as …","https://ieeexplore.ieee.org/iel7/8454864/8456386/08456418.pdf","https://scholar.google.com/scholar?q=related:gzga3hOzr5UJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
14,"A Nigam, A Behl, V Pereira, S Sangal","Impulse purchases during emergency situations: exploring permission marketing and the role of blockchain",2023,"Industrial Management &Data …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/IMDS-12-2021-0799/full/html","https://scholar.google.com/scholar?cites=16151608835035554272&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-11-17 09:14:23","","10.1108/IMDS-12-2021-0799","","",,,,,14,14.00,4,4,1,"… This paper further explores how digital transformations like the use of blockchain technology can aid offline/omnichannel retailers in reviving sales via permission marketing for impulse …","https://www.emerald.com/insight/content/doi/10.1108/IMDS-12-2021-0799/full/pdf","https://scholar.google.com/scholar?q=related:4OFaG6kKJuAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
15,"CC Agbo, QH Mahmoud","Design and implementation of a blockchain-based e-health consent management framework",2020,"2020 ieee international conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9283203/","https://scholar.google.com/scholar?cites=9607378532135564379&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-11-17 09:14:23","","","","",,,,,15,5.00,8,2,3,"… to design an efficient consent management framework for the … a new blockchain-based eHealth consent management … the proposed blockchain-based e-Health consent management …","https://ieeexplore.ieee.org/iel7/9282733/9282811/09283203.pdf","https://scholar.google.com/scholar?q=related:W3Sndt9DVIUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
32,"NR Pradhan, AP Singh, N Kumar, ...","A flexible permission ascription (FPA)-based blockchain framework for peer-to-peer energy trading with performance evaluation",2021,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9484848/","https://scholar.google.com/scholar?cites=5199308868989651248&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-11-17 09:14:23","","","","",,,,,32,16.00,8,4,2,"… connect permission less Ethereum blockchain while achieving their privacy requirements on a private HB blockchain network were conducted. Moreover, on-chain permission scheme …","https://ieeexplore.ieee.org/iel7/9424/4389054/09484848.pdf","https://scholar.google.com/scholar?q=related:MImqhd6nJ0gJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
20,"AC Ekblaw","MedRec: blockchain for medical data access, permission management and trend analysis",2017,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/109658","https://scholar.google.com/scholar?cites=16637427166539466600&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-11-17 09:14:23","","","","",,,,,20,3.33,20,1,6,"… tributed ledger technology, namely a blockchain architecture, against that goal. … blockchain"" as a prototype foundation. From here, we consider the ways in which the MedRec blockchain …","https://dspace.mit.edu/bitstream/handle/1721.1/109658/987247095-MIT.pdf?sequence=1","https://scholar.google.com/scholar?q=related:aMcE7tsD5OYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
13,"F Albalwy, A Brass, A Davies","A blockchain-based dynamic consent architecture to support clinical genomic data sharing (ConsentChain): Proof-of-concept study",2021,"JMIR medical informatics","medinform.jmir.org","https://medinform.jmir.org/2021/11/e27816/","https://scholar.google.com/scholar?cites=8812158853235782750&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-11-17 09:14:23","HTML","","","",,,,,13,6.50,4,3,2,"… is blockchain technology. As decentralized and distributed technology, blockchain technology … This paper proposes blockchain-based dynamic consent architecture to support genomic …","https://medinform.jmir.org/2021/11/e27816/","https://scholar.google.com/scholar?q=related:XrRux8kTS3oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
21,"J Camilo","Blockchain-based consent manager for GDPR compliance",2019,"Open Identity Summit 2019","Gesellschaft für Informatik, Bonn","","https://scholar.google.com/scholar?cites=10004306256580359591&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-11-17 09:14:23","CITATION","","","",,,,,21,5.25,21,1,4,"","https://dl.gi.de/bitstream/handle/20.500.12116/20985/proceedings-14.pdf?isAllowed=y&sequence=1","https://scholar.google.com/scholar?q=related:p7WwB4lv1ooJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
17,"HH Jung, FMJ Pfister","Blockchain-enabled clinical study consent management",2020,"Technology Innovation Management Review","timreview.ca","https://timreview.ca/sites/default/files/article_PDF/TIMReview_February2020%20-%20B.pdf","https://scholar.google.com/scholar?cites=225745111110908701&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-11-17 09:14:23","PDF","","","",,,,,17,5.67,9,2,3,"… Written informed consent (WIC) is required in the context of … We present a framework concept for a blockchain-based … data value chain from acquiring consent to academic publication, …","https://timreview.ca/sites/default/files/article_PDF/TIMReview_February2020%20-%20B.pdf","https://scholar.google.com/scholar?q=related:HfuLhfsBIgMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
0,"T Dara","Data Sharing and Consent Management of Electronic Health Record based on the Blockchain Technology",,"t2r2.star.titech.ac.jp","","https://t2r2.star.titech.ac.jp/rrws/file/CTT100830878/ATD100000413/","",29,"2023-11-17 09:14:23","PDF","","","",,,,,0,0.00,0,1,,"… To build that system, I apply consortium blockchain to compose a distributed system using … e-consent model using purpose-based access control scheme to this proposed blockchain …","https://t2r2.star.titech.ac.jp/rrws/file/CTT100830878/ATD100000413/","https://scholar.google.com/scholar?q=related:uyXECw3gW30J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
0,"HUY TRAN, T JEGATHEESWARAN","Blockchain-based Smart Contracts for Consent Management in eHealth",2021,"","uia.brage.unit.no","https://uia.brage.unit.no/uia-xmlui/handle/11250/2823868","",30,"2023-11-17 09:14:23","","","","",,,,,0,0.00,0,2,2,"… This thesis focuses on how Blockchain can be used to facilitate consent management, … This thesis creates a consent management solution for healthcare data using Blockchain-based …","https://uia.brage.unit.no/uia-xmlui/bitstream/handle/11250/2823868/Jegatheeswaran%20Thanukan%20%28831%29_78839561_2.pdf?sequence=1","https://scholar.google.com/scholar?q=related:jZiP7eyu9-YJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
2,"JE Rivadeneira, MB Jiménez, R Marculescu, ...","A blockchain-based privacy-preserving model for consent and transparency in human-centered Internet of Things",2023,"Proceedings of the 8th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3576842.3582379","https://scholar.google.com/scholar?cites=13139440999214589026&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-11-17 09:14:23","","10.1145/3576842.3582379","","",,,,,2,2.00,1,4,1,"The inclusion of human-related aspects in the Internet of Things paradigm leads to the development of models and solutions that address several challenges of our society. The …","https://dl.acm.org/doi/pdf/10.1145/3576842.3582379","https://scholar.google.com/scholar?q=related:YqRjGfmrWLYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
26,"CS Kouzinopoulos, KM Giannoutakis, ...","Implementing a forms of consent smart contract on an IoT-based blockchain to promote user trust",2018,"2018 Innovations in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8466268/","https://scholar.google.com/scholar?cites=13669794089093289824&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-11-17 09:14:23","","","","",,,,,26,5.20,9,3,5,"… of Blockchain, more secure IoT ecosystems can be provided as the network size increases. The use of Blockchain in a … In this research it was shown that a proposed Blockchain-based …","https://isec.unige.ch/user/pages/01.home/_publication/04_ghost_2018.pdf","https://scholar.google.com/scholar?q=related:YNcjYUzdtL0J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
2,"F Frank","Consent management on the Ethereum Blockchain",2018,"","essay.utwente.nl","http://essay.utwente.nl/76745/","https://scholar.google.com/scholar?cites=6067764229889454133&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-11-17 09:14:23","","","","",,,,,2,0.40,2,1,5,"… of consent more straightforward for consumers, this thesis aims to explore if a system utilising the Ethereum Blockchain is … How can user consent be managed in a transparent and …","http://essay.utwente.nl/76745/2/Frank_MA_BMS.pdf","https://scholar.google.com/scholar?q=related:NfBhL2sHNVQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
19,"L Zhang, Y Zou, MH Yousuf, W Wang, Z Jin, ...","BDSS: Blockchain-based data sharing scheme with fine-grained access control and permission revocation in medical environment",2022,"KSII Transactions on …","koreascience.kr","https://koreascience.kr/article/JAKO202216856983086.page","https://scholar.google.com/scholar?cites=6249564669621088835&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-11-17 09:14:23","","","","",,,,,19,19.00,3,6,1,"… blockchain-based data sharing scheme (BDSS) with fine-grained access control and permission … In addition, we design a mechanism for EMR permission grant and revocation so that …","https://koreascience.kr/article/JAKO202216856983086.pdf","https://scholar.google.com/scholar?q=related:Q7KYlfTpulYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
3,"T Rupasinghe","Blockchain-based dynamic consent for secondary use of electronic medical records",2021,"","scholar.archive.org","https://scholar.archive.org/work/bxadfzyevrhj3pyqywgvhdcnbm/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/31670780/FinalthesisbyTharukaRupasinghe.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1638856314&Signature=gV5N2XINjwyh51pOe0Aw%2FGW2f2M%3D","https://scholar.google.com/scholar?cites=17789986602430000443&as_sdt=2005&sciodt=0,5&hl=en",35,"2023-11-17 09:14:23","PDF","","","",,,,,3,1.50,3,1,2,"… This study explores a novel dynamic consent mechanism based on blockchain technology … in the consent management process by dynamically managing consent preferences and de…","https://scholar.archive.org/work/bxadfzyevrhj3pyqywgvhdcnbm/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/31670780/FinalthesisbyTharukaRupasinghe.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1638856314&Signature=gV5N2XINjwyh51pOe0Aw%2FGW2f2M%3D","https://scholar.google.com/scholar?q=related:O23MPI-64vYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
8,"GI Navaroj, EG Julie, ...","Adaptive practical Byzantine fault tolerance consensus algorithm in permission blockchain network",2022,"International Journal of …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJWGS.2022.119273","https://scholar.google.com/scholar?cites=4709188550499203907&as_sdt=2005&sciodt=0,5&hl=en",36,"2023-11-17 09:14:23","","10.1504/IJWGS.2022.119273","","",,,,,8,8.00,3,3,1,"… of entire nodes in the blockchain. There are two types of blockchain: permission blockchain and permission less blockchain. Proof of Work, Proof of Stack, and Proof of Burn are …","https://www.inderscienceonline.com/doi/pdf/10.1504/IJWGS.2022.119273","https://scholar.google.com/scholar?q=related:Q3vXTAlmWkEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
27,"J Ahmed, S Yildirim, M Nowostaki, ...","GDPR compliant consent driven data protection in online social networks: A blockchain-based approach",2020,"… on Information and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9092226/","https://scholar.google.com/scholar?cites=2912405031957850186&as_sdt=2005&sciodt=0,5&hl=en",37,"2023-11-17 09:14:23","","","","",,,,,27,9.00,7,4,3,"… argue that existing consent mechanisms in … blockchain-based approach for consent management. This paper paves the way for designing a blockchain-based GDPR compliant consent …","https://ieeexplore.ieee.org/iel7/9086668/9091976/09092226.pdf","https://scholar.google.com/scholar?q=related:SmjoK_LwaigJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent%7Cintitle:permission&hl=en&as_sdt=0,5"
