Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
102,"J. Liu","BPDS: A Blockchain Based Privacy-Preserving Data Sharing for Electronic Medical Records",2018,"2018 IEEE Global Communications Conference, GLOBECOM 2018 - Proceedings","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063464219&origin=inward",11,"2022-06-13 20:08:57","Conference Paper","10.1109/GLOCOM.2018.8647713","","https://api.elsevier.com/content/abstract/scopus_id/85063464219",,,,,102,25.50,102,1,4,"","",""
83,"K. Fan","Blockchain-based efficient privacy preserving and data sharing scheme of content-centric network in 5G",2018,"IET Communications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044187200&origin=inward",12,"2022-06-13 20:08:57","Article","10.1049/iet-com.2017.0619","1751-8628","https://api.elsevier.com/content/abstract/scopus_id/85044187200",12,5,527,532,83,20.75,83,1,4,"","",""
82,"I. Makhdoom","PrivySharing: A blockchain-based framework for privacy-preserving and secure data sharing in smart cities",2020,"Computers and Security","","https://api.elsevier.com/content/article/eid/1-s2.0-S016740481930197X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074150487&origin=inward",13,"2022-06-13 20:08:57","Article","10.1016/j.cose.2019.101653","0167-4048","https://api.elsevier.com/content/abstract/scopus_id/85074150487",88,,,,82,41.00,82,1,2,"","",""
63,"B.K. Zheng","Scalable and Privacy-Preserving Data Sharing Based on Blockchain",2018,"Journal of Computer Science and Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046864411&origin=inward",14,"2022-06-13 20:08:57","Article","10.1007/s11390-018-1840-5","1000-9000","https://api.elsevier.com/content/abstract/scopus_id/85046864411",33,3,557,567,63,15.75,63,1,4,"","",""
62,"Q. Zhao","Blockchain-based privacy-preserving remote data integrity checking scheme for IoT information systems",2020,"Information Processing and Management","","https://api.elsevier.com/content/article/eid/1-s2.0-S0306457320308505","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088120315&origin=inward",15,"2022-06-13 20:08:57","Article","10.1016/j.ipm.2020.102355","0306-4573","https://api.elsevier.com/content/abstract/scopus_id/85088120315",57,6,,,62,31.00,62,1,2,"","",""
45,"L. Tan","Towards Secure and Privacy-Preserving Data Sharing for COVID-19 Medical Records: A Blockchain-Empowered Approach",2022,"IEEE Transactions on Network Science and Engineering","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112670673&origin=inward",16,"2022-06-13 20:08:57","Article","10.1109/TNSE.2021.3101842","2327-4697","https://api.elsevier.com/content/abstract/scopus_id/85112670673",9,1,271,281,45,45.00,45,1,1,"","",""
43,"M. Chanson","Blockchain for the IoT: Privacy-preserving protection of sensor data",2019,"Journal of the Association for Information Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073724986&origin=inward",17,"2022-06-13 20:08:57","Article","10.17705/1jais.00567","1536-9323","https://api.elsevier.com/content/abstract/scopus_id/85073724986",20,9,1271,1307,43,14.33,43,1,3,"","",""
41,"N. Kaaniche","A blockchain-based data usage auditing architecture with enhanced privacy and availability",2017,"2017 IEEE 16th International Symposium on Network Computing and Applications, NCA 2017","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046552513&origin=inward",18,"2022-06-13 20:08:57","Conference Paper","10.1109/NCA.2017.8171384","","https://api.elsevier.com/content/abstract/scopus_id/85046552513",2017,,1,5,41,8.20,41,1,5,"","",""
39,"Z. Lv","Analysis of Using Blockchain to Protect the Privacy of Drone Big Data",2021,"IEEE Network","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101084450&origin=inward",19,"2022-06-13 20:08:57","Article","10.1109/MNET.011.2000154","0890-8044","https://api.elsevier.com/content/abstract/scopus_id/85101084450",35,1,44,49,39,39.00,39,1,1,"","",""
39,"R. Ch","Security and privacy of UAV data using blockchain technology",2020,"Journal of Information Security and Applications","","https://api.elsevier.com/content/article/eid/1-s2.0-S221421262030822X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094133839&origin=inward",20,"2022-06-13 20:08:57","Article","10.1016/j.jisa.2020.102670","2214-2134","https://api.elsevier.com/content/abstract/scopus_id/85094133839",55,,,,39,19.50,39,1,2,"","",""
39,"S. Jiang","Privacy-preserving and efficient multi-keyword search over encrypted data on blockchain",2019,"Proceedings - 2019 2nd IEEE International Conference on Blockchain, Blockchain 2019","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078694957&origin=inward",21,"2022-06-13 20:08:57","Conference Paper","10.1109/Blockchain.2019.00062","","https://api.elsevier.com/content/abstract/scopus_id/85078694957",,,405,410,39,13.00,39,1,3,"","",""
39,"Y. Ren","Data storage mechanism based on blockchain with privacy protection in wireless body area network",2019,"Sensors (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066947135&origin=inward",22,"2022-06-13 20:08:57","Article","10.3390/s19102395","1424-8220","https://api.elsevier.com/content/abstract/scopus_id/85066947135",19,10,,,39,13.00,39,1,3,"","",""
38,"B. Le Nguyen","Privacy preserving blockchain technique to achieve secure and reliable sharing of IoT data",2020,"Computers, Materials and Continua","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090867675&origin=inward",23,"2022-06-13 20:08:57","Article","10.32604/cmc.2020.011599","1546-2218","https://api.elsevier.com/content/abstract/scopus_id/85090867675",65,1,87,107,38,19.00,38,1,2,"","",""
38,"H. Tian","Medical Data Management on Blockchain with Privacy",2019,"Journal of Medical Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059493183&origin=inward",24,"2022-06-13 20:08:57","Article","10.1007/s10916-018-1144-x","0148-5598","https://api.elsevier.com/content/abstract/scopus_id/85059493183",43,2,,,38,12.67,38,1,3,"","",""
37,"G. Magyar","Blockchain: Solving the privacy and research availability tradeoff for EHR data: A new disruptive technology in health data management",2018,"IEEE 30th Jubilee Neumann Colloquium, NC 2017","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047725777&origin=inward",25,"2022-06-13 20:08:57","Conference Paper","10.1109/NC.2017.8263269","","https://api.elsevier.com/content/abstract/scopus_id/85047725777",2018,,135,140,37,9.25,37,1,4,"","",""
35,"W. She","Homomorphic Consortium Blockchain for Smart Home System Sensitive Data Privacy Preserving",2019,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066789912&origin=inward",26,"2022-06-13 20:08:57","Article","10.1109/ACCESS.2019.2916345","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85066789912",7,,62058,62070,35,11.67,35,1,3,"","",""
31,"H. Wu","Toward Blockchains for Health-Care Systems: Applying the Bilinear Pairing Technology to Ensure Privacy Protection and Accuracy in Data Sharing",2018,"IEEE Consumer Electronics Magazine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048806370&origin=inward",27,"2022-06-13 20:08:57","Article","10.1109/MCE.2018.2816306","2162-2248","https://api.elsevier.com/content/abstract/scopus_id/85048806370",7,4,65,71,31,7.75,31,1,4,"","",""
29,"H. Wang","Blockchain-based data privacy management with Nudge theory in open banking",2020,"Future Generation Computer Systems","","https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X18322702","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073063622&origin=inward",28,"2022-06-13 20:08:57","Article","10.1016/j.future.2019.09.010","0167-739X","https://api.elsevier.com/content/abstract/scopus_id/85073063622",110,,812,823,29,14.50,29,1,2,"","",""
26,"M.M.H. Onik","Privacy-aware blockchain for personal data sharing and tracking",2019,"Open Computer Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064987875&origin=inward",29,"2022-06-13 20:08:57","Article","10.1515/comp-2019-0005","2299-1093","https://api.elsevier.com/content/abstract/scopus_id/85064987875",9,1,80,91,26,8.67,26,1,3,"","",""
20,"H. Ghayvat","CP-BDHCA: Blockchain-Based Confidentiality-Privacy Preserving Big Data Scheme for Healthcare Clouds and Applications",2022,"IEEE Journal of Biomedical and Health Informatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110818554&origin=inward",30,"2022-06-13 20:08:57","Article","10.1109/JBHI.2021.3097237","2168-2194","https://api.elsevier.com/content/abstract/scopus_id/85110818554",26,5,1937,1948,20,20.00,20,1,1,"","",""
20,"K. Ito","I-Blockchain: A Blockchain-Empowered Individual-Centric Framework for Privacy-Preserved Use of Personal Health Data",2018,"Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061335662&origin=inward",31,"2022-06-13 20:08:57","Conference Paper","10.1109/ITME.2018.00186","","https://api.elsevier.com/content/abstract/scopus_id/85061335662",,,829,833,20,5.00,20,1,4,"","",""
19,"H. Huang","A blockchain-based scheme for privacy-preserving and secure sharing of medical data",2020,"Computers and Security","","https://api.elsevier.com/content/article/eid/1-s2.0-S0167404820302832","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090214358&origin=inward",32,"2022-06-13 20:08:57","Article","10.1016/j.cose.2020.102010","0167-4048","https://api.elsevier.com/content/abstract/scopus_id/85090214358",99,,,,19,9.50,19,1,2,"","",""
18,"G. Srivastava","Data sharing and privacy for patient IoT devices using blockchain",2019,"Communications in Computer and Information Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076154673&origin=inward",33,"2022-06-13 20:08:57","Conference Paper","10.1007/978-981-15-1301-5_27","1865-0929","https://api.elsevier.com/content/abstract/scopus_id/85076154673",1122,,334,348,18,6.00,18,1,3,"","",""
16,"G.P. Joshi","Toward blockchain-enabled privacy-preserving data transmission in cluster-based vehicular networks",2020,"Electronics (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090537311&origin=inward",34,"2022-06-13 20:08:57","Article","10.3390/electronics9091358","2079-9292","https://api.elsevier.com/content/abstract/scopus_id/85090537311",9,9,1,15,16,8.00,16,1,2,"","",""
16,"A. Nawaz","Edge AI and Blockchain for Privacy-Critical and Data-Sensitive Applications",2019,"2019 12th International Conference on Mobile Computing and Ubiquitous Network, ICMU 2019","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081668150&origin=inward",35,"2022-06-13 20:08:57","Conference Paper","10.23919/ICMU48249.2019.9006635","","https://api.elsevier.com/content/abstract/scopus_id/85081668150",,,,,16,5.33,16,1,3,"","",""
14,"K. Miyachi","hOCBS: A privacy-preserving blockchain framework for healthcare data leveraging an on-chain and off-chain system design",2021,"Information Processing and Management","","https://api.elsevier.com/content/article/eid/1-s2.0-S0306457321000431","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100242135&origin=inward",36,"2022-06-13 20:08:57","Article","10.1016/j.ipm.2021.102535","0306-4573","https://api.elsevier.com/content/abstract/scopus_id/85100242135",58,3,,,14,14.00,14,1,1,"","",""
14,"Y. Li","A blockchain-assisted intelligent transportation system promoting data services with privacy protection",2020,"Sensors (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084066548&origin=inward",37,"2022-06-13 20:08:57","Article","10.3390/s20092483","1424-8220","https://api.elsevier.com/content/abstract/scopus_id/85084066548",20,9,,,14,7.00,14,1,2,"","",""
14,"L.Y. Yeh","SOChain: A Privacy-Preserving DDoS Data Exchange Service over SOC Consortium Blockchain",2020,"IEEE Transactions on Engineering Management","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081958018&origin=inward",38,"2022-06-13 20:08:57","Article","10.1109/TEM.2020.2976113","0018-9391","https://api.elsevier.com/content/abstract/scopus_id/85081958018",67,4,1487,1500,14,7.00,14,1,2,"","",""
14,"F. Daneshgar","Blockchain: A Research Framework for Data Security and Privacy",2019,"Advances in Intelligent Systems and Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064884620&origin=inward",39,"2022-06-13 20:08:57","Conference Paper","10.1007/978-3-030-15035-8_95","2194-5357","https://api.elsevier.com/content/abstract/scopus_id/85064884620",927,,966,974,14,4.67,14,1,3,"","",""
14,"T.L.N. Dang","An Approach to Data Privacy in Smart Home using Blockchain Technology",2018,"Proceedings - 2018 International Conference on Advanced Computing and Applications, ACOMP 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061442014&origin=inward",40,"2022-06-13 20:08:57","Conference Paper","10.1109/ACOMP.2018.00017","","https://api.elsevier.com/content/abstract/scopus_id/85061442014",,,58,64,14,3.50,14,1,4,"","",""
14,"S. Gilda","Blockchain for Student Data Privacy and Consent",2018,"2018 International Conference on Computer Communication and Informatics, ICCCI 2018","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053499107&origin=inward",41,"2022-06-13 20:08:57","Conference Paper","10.1109/ICCCI.2018.8441445","","https://api.elsevier.com/content/abstract/scopus_id/85053499107",,,,,14,3.50,14,1,4,"","",""
13,"Q. Zhang","Data security sharing model based on privacy protection for blockchain-enabled industrial Internet of Things",2021,"International Journal of Intelligent Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092202572&origin=inward",42,"2022-06-13 20:08:57","Article","10.1002/int.22293","0884-8173","https://api.elsevier.com/content/abstract/scopus_id/85092202572",36,1,94,111,13,13.00,13,1,1,"","",""
13,"L. Guo","Data encryption based blockchain and privacy preserving mechanisms towards big data",2020,"Journal of Visual Communication and Image Representation","","https://api.elsevier.com/content/article/eid/1-s2.0-S1047320319303621","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084946797&origin=inward",43,"2022-06-13 20:08:57","Article","10.1016/j.jvcir.2019.102741","1047-3203","https://api.elsevier.com/content/abstract/scopus_id/85084946797",70,,,,13,6.50,13,1,2,"","",""
12,"H. Fan","Decentralized privacy-preserving data aggregation scheme for smart grid based on blockchain",2020,"Sensors (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090904490&origin=inward",44,"2022-06-13 20:08:57","Article","10.3390/s20185282","1424-8220","https://api.elsevier.com/content/abstract/scopus_id/85090904490",20,18,1,14,12,6.00,12,1,2,"","",""
12,"L. Hirtan","Blockchain-based approach for e-health data access management with privacy protection",2019,"IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073796079&origin=inward",45,"2022-06-13 20:08:57","Conference Paper","10.1109/CAMAD.2019.8858469","2378-4873","https://api.elsevier.com/content/abstract/scopus_id/85073796079",2019,,,,12,4.00,12,1,3,"","",""
12,"S. Jiang","Verifiable Search Meets Blockchain: A Privacy-Preserving Framework for Outsourced Encrypted Data",2019,"IEEE International Conference on Communications","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070237152&origin=inward",46,"2022-06-13 20:08:57","Conference Paper","10.1109/ICC.2019.8761146","1550-3607","https://api.elsevier.com/content/abstract/scopus_id/85070237152",2019,,,,12,4.00,12,1,3,"","",""
12,"T.D.T. Nguyen","Leveraging blockchain to enhance data privacy in IoT-based applications",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059087642&origin=inward",47,"2022-06-13 20:08:57","Conference Paper","10.1007/978-3-030-04648-4_18","0302-9743","https://api.elsevier.com/content/abstract/scopus_id/85059087642",11280,,211,221,12,3.00,12,1,4,"","",""
11,"P. Singh","Blockchain and homomorphic encryption-based privacy-preserving data aggregation model in smart grid",2021,"Computers and Electrical Engineering","","https://api.elsevier.com/content/article/eid/1-s2.0-S0045790621002032","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107640686&origin=inward",48,"2022-06-13 20:08:57","Article","10.1016/j.compeleceng.2021.107209","0045-7906","https://api.elsevier.com/content/abstract/scopus_id/85107640686",93,,,,11,11.00,11,1,1,"","",""
11,"J. Feng","Privacy-Preserving Tucker Train Decomposition over Blockchain-Based Encrypted Industrial IoT Data",2021,"IEEE Transactions on Industrial Informatics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104092207&origin=inward",49,"2022-06-13 20:08:57","Article","10.1109/TII.2020.2968923","1551-3203","https://api.elsevier.com/content/abstract/scopus_id/85104092207",17,7,4904,4913,11,11.00,11,1,1,"","",""
11,"H. Liu","Enhancing privacy and data security across healthcare applications using Blockchain and distributed ledger concepts",2020,"Healthcare (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102123649&origin=inward",50,"2022-06-13 20:08:57","Article","10.3390/healthcare8030243","2227-9032","https://api.elsevier.com/content/abstract/scopus_id/85102123649",8,3,,,11,5.50,11,1,2,"","",""
11,"F. Loukil","Towards an End-to-End IoT Data Privacy-Preserving Framework Using Blockchain Technology",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055828294&origin=inward",51,"2022-06-13 20:08:57","Conference Paper","10.1007/978-3-030-02922-7_5","0302-9743","https://api.elsevier.com/content/abstract/scopus_id/85055828294",11233,,68,78,11,2.75,11,1,4,"","",""
10,"D. Arora","Blockchain-based Security Solutions to Preserve Data Privacy and Integrity",2019,"Proceedings - 2019 International Conference on Computing, Communication, and Intelligent Systems, ICCCIS 2019","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084477749&origin=inward",52,"2022-06-13 20:08:57","Conference Paper","10.1109/ICCCIS48478.2019.8974503","","https://api.elsevier.com/content/abstract/scopus_id/85084477749",2019,,468,472,10,3.33,10,1,3,"","",""
10,"A. Alnemari","Protecting infrastructure data via enhanced access control, blockchain and differential privacy",2018,"IFIP Advances in Information and Communication Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059017001&origin=inward",53,"2022-06-13 20:08:57","Conference Paper","10.1007/978-3-030-04537-1_7","1868-4238","https://api.elsevier.com/content/abstract/scopus_id/85059017001",542,,113,125,10,2.50,10,1,4,"","",""
10,"R.M. Frey","The effect of a blockchain-supported, privacy-preserving system on disclosure of personal data",2017,"2017 IEEE 16th International Symposium on Network Computing and Applications, NCA 2017","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046537326&origin=inward",54,"2022-06-13 20:08:57","Conference Paper","10.1109/NCA.2017.8171385","","https://api.elsevier.com/content/abstract/scopus_id/85046537326",2017,,1,5,10,2.00,10,1,5,"","",""
9,"P. Moriggl","Blockchain Technologies Towards Data Privacy—Hyperledger Sawtooth as Unit of Analysis",2021,"Studies in Systems, Decision and Control","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088305143&origin=inward",55,"2022-06-13 20:08:57","Book Chapter","10.1007/978-3-030-48332-6_20","2198-4182","https://api.elsevier.com/content/abstract/scopus_id/85088305143",294,,299,313,9,9.00,9,1,1,"","",""
8,"M. Soni","Blockchain Implementation for Privacy preserving and securing the Healthcare data",2021,"Proceedings - 2021 IEEE 10th International Conference on Communication Systems and Network Technologies, CSNT 2021","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122076205&origin=inward",56,"2022-06-13 20:08:57","Conference Paper","10.1109/CSNT51715.2021.9509722","","https://api.elsevier.com/content/abstract/scopus_id/85122076205",,,729,734,8,8.00,8,1,1,"","",""
8,"J. Passerat-Palmbach","Blockchain-orchestrated machine learning for privacy preserving federated learning in electronic health data",2020,"Proceedings - 2020 IEEE International Conference on Blockchain, Blockchain 2020","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099187103&origin=inward",57,"2022-06-13 20:08:57","Conference Paper","10.1109/Blockchain50366.2020.00080","","https://api.elsevier.com/content/abstract/scopus_id/85099187103",,,550,555,8,4.00,8,1,2,"","",""
8,"J. Feng","Blockchain-Based Data Management and Edge-Assisted Trusted Cloaking Area Construction for Location Privacy Protection in Vehicular Networks",2021,"IEEE Internet of Things Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098792730&origin=inward",58,"2022-06-13 20:08:57","Article","10.1109/JIOT.2020.3038468","2327-4662","https://api.elsevier.com/content/abstract/scopus_id/85098792730",8,4,2087,2101,8,8.00,8,1,1,"","",""
8,"K. Gilani","A Survey on Blockchain-based Identity Management and Decentralized Privacy for Personal Data",2020,"2020 2nd Conference on Blockchain Research and Applications for Innovative Networks and Services, BRAINS 2020","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095593342&origin=inward",59,"2022-06-13 20:08:57","Conference Paper","10.1109/BRAINS49436.2020.9223312","","https://api.elsevier.com/content/abstract/scopus_id/85095593342",,,97,101,8,4.00,8,1,2,"","",""
8,"Y. Liu","Privacy protection for fog computing and the internet of things data based on blockchain",2021,"Cluster Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092670092&origin=inward",60,"2022-06-13 20:08:57","Article","10.1007/s10586-020-03190-3","1386-7857","https://api.elsevier.com/content/abstract/scopus_id/85092670092",24,2,1331,1345,8,8.00,8,1,1,"","",""
8,"Q. Kong","Achieving Privacy-Preserving and Verifiable Data Sharing in Vehicular Fog with Blockchain",2021,"IEEE Transactions on Intelligent Transportation Systems","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090273429&origin=inward",61,"2022-06-13 20:08:57","Article","10.1109/TITS.2020.2983466","1524-9050","https://api.elsevier.com/content/abstract/scopus_id/85090273429",22,8,4889,4898,8,8.00,8,1,1,"","",""
8,"D. Amo","Personal data broker instead of blockchain for students’ data privacy assurance",2019,"Advances in Intelligent Systems and Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065104269&origin=inward",62,"2022-06-13 20:08:57","Conference Paper","10.1007/978-3-030-16187-3_36","2194-5357","https://api.elsevier.com/content/abstract/scopus_id/85065104269",932,,371,380,8,2.67,8,1,3,"","",""
7,"F. Loukil","Data Privacy Based on IoT Device Behavior Control Using Blockchain",2021,"ACM Transactions on Internet Technology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101664692&origin=inward",63,"2022-06-13 20:08:57","Article","10.1145/3434776","1533-5399","https://api.elsevier.com/content/abstract/scopus_id/85101664692",21,1,,,7,7.00,7,1,1,"","",""
